SID:010,2,DOGU6A,RW15, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1540,    ,+,01100,     ,07000, ,   ,    ,   ,FGG,LI,D, , , , , ;
SID:020,2,DOGU6A,RW15,DOGUS,LI,E,A,EEC , ,   ,CF, ,FGG,LI,D, ,      ,1604,0258,1590,0250,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DOGU6B,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3340,    ,+,01000,     ,07000, ,   ,    ,   ,FGG,LI,D, , , , , ;
SID:020,2,DOGU6B,RW33, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1140,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,DOGU6B,RW33,DOGUS,LI,E,A,EEC , ,   ,CF, ,FGG,LI,D, ,      ,1604,0258,1590,0240,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKTO6A,RW15, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1540,    ,+,01100,     ,07000, ,   ,    ,   ,FGG,LI,D, , , , , ;
SID:020,2,EKTO6A,RW15, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2620,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,EKTO6A,RW15,EKTOL,LI,E,A,EEC , ,   ,CF, ,FGG,LI,D, ,      ,2183,0253,2160,0220,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKTO6B,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3340,    ,+,01000,     ,07000, ,   ,    ,   ,FGG,LI,D, , , , , ;
SID:020,2,EKTO6B,RW33, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1480,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,EKTO6B,RW33,EKTOL,LI,E,A,EEC , ,   ,CF, ,FGG,LI,D, ,      ,2183,0253,2160,0220,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,URIP6A,RW15, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1540,    ,+,01100,     ,07000, ,   ,    ,   ,FGG,LI,D, , , , , ;
SID:020,2,URIP6A,RW15, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0100,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,URIP6A,RW15,URIPI,LI,E,A,EEC , ,   ,CF, ,FGG,LI,D, ,      ,3279,0310,3260,0280,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,URIP6B,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3340,    ,+,01000,     ,07000, ,   ,    ,   ,FGG,LI,D, , , , , ;
SID:030,2,URIP6B,RW33,URIPI,LI,E,A,EEC , ,   ,CF, ,FGG,LI,D, ,      ,3279,0310,3260,0290,+,FL110,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,2,DOGU1A,ALL,DOGUS,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,FGG,LI,D, , , , , ;
STAR:020,2,DOGU1A,ALL,D159I,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,DOGU1A,ALL,FGG,LI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EKTO1A,ALL,EKTOL,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,FGG,LI,D, , , , , ;
STAR:020,2,EKTO1A,ALL,D216E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EKTO1A,ALL,FGG,LI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,URIP1A,ALL,URIPI,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,FGG,LI,D, , , , , ;
STAR:020,2,URIP1A,ALL,D326K,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,URIP1A,ALL,D326E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
