SID:060,2,BULV2M,RW03,BULVO,GV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BVT2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0100,+,02500,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BVT2E,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BVT2E,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BVT2E,RW03,BVT,GV,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BVT2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0080, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BVT2F,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BVT2F,RW21,D129J,GV,P,C,E   ,L,   ,AF, ,SNT,GV,D, ,      ,1290,0100,2110,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BVT2F,RW21,D089J,GV,P,C,E   ,L,   ,AF, ,SNT,GV,D, ,      ,0890,0100,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BVT2F,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BVT2F,RW21,BVT,GV,D,B,EEC , ,   ,CF, ,SNT,GV,D, ,      ,0347,0793,0350,0580, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BVT2N,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0030, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BVT2N,RW21, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0240,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BVT2N,RW21,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BVT2N,RW21,BVT,GV,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CVS2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0100,+,02500,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CVS2E,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CVS2E,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CVS2E,RW03,CVS,GV,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CVS2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0080, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CVS2F,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CVS2F,RW21,D129J,GV,P,C,E   ,L,   ,AF, ,SNT,GV,D, ,      ,1290,0100,2110,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CVS2F,RW21,D089J,GV,P,C,E   ,L,   ,AF, ,SNT,GV,D, ,      ,0890,0100,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CVS2F,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,CVS2F,RW21,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,CVS2F,RW21,CVS,GV,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CVS2N,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0030, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CVS2N,RW21, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0140,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,CVS2N,RW21,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,CVS2N,RW21,CVS,GV,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LOTS1M,RW21,NP420,GV,P,C,E   , ,010,CF, ,SNT,GV,D, ,      ,2124,0074,2110,0070, ,     ,     ,07000,-,265,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,5,LOTS1M,RW21,NP421,GV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LOTS1M,RW21,LOTSU,GV,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,LOTS1M,MELUT,LOTSU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:030,6,LOTS1M,MELUT,MELUT,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,LOTS1M,RANUR,LOTSU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,6,LOTS1M,RANUR,RANUR,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,LOTS1M,SVT,LOTSU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,6,LOTS1M,SVT,SVT,GV,D,B,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LOTS1N,RW03,NP414,GV,P,C,E   , ,010,CF, ,SNT,GV,D, ,      ,0300,0106,0310,0100, ,     ,     ,07000,-,265,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,5,LOTS1N,RW03,NP415,GV,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LOTS1N,RW03,LOTSU,GV,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,LOTS1N,MELUT,LOTSU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:030,6,LOTS1N,MELUT,MELUT,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,LOTS1N,RANUR,LOTSU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:040,6,LOTS1N,RANUR,RANUR,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,LOTS1N,SVT,LOTSU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,6,LOTS1N,SVT,SVT,GV,D,B,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MILP1M,RW21,NP420,GV,P,C,E   , ,010,CF, ,SNT,GV,D, ,      ,2124,0074,2110,0070, ,     ,     ,07000,-,265,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,5,MILP1M,RW21,MILPU,GV,P,C,EE  ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MILP1M,SONVA,MILPU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,6,MILP1M,SONVA,SONVA,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MILP1M,VONTO,MILPU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:030,6,MILP1M,VONTO,VONTO,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MILP1N,RW03,NP410,GV,P,C,E   , ,010,CF, ,SNT,GV,D, ,      ,0296,0076,0310,0070, ,     ,     ,07000,-,265,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,5,MILP1N,RW03,NP411,GV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MILP1N,RW03,MILPU,GV,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MILP1N,SONVA,MILPU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,6,MILP1N,SONVA,SONVA,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MILP1N,VONTO,MILPU,GV,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVNP,GV,P,A, , , , ;
SID:030,6,MILP1N,VONTO,VONTO,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NCL2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0100,+,02500,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,NCL2E,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3240,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NCL2E,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NCL2E,RW03,NCL,GV,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NCL2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0050, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,NCL2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2890,0120,+,05600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NCL2F,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NCL2F,RW21,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NCL2F,RW21,NCL,GV,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODME1M,RW21,MEKOS,GV,P,C,E   , ,010,CF, ,SNT,GV,D, ,      ,2116,0181,2110,0177, ,     ,     ,07000,-,265,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,5,ODME1M,RW21,ODMEN,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODME1N,RW03,NP410,GV,P,C,E   , ,010,CF, ,SNT,GV,D, ,      ,0296,0076,0310,0070, ,     ,     ,07000,-,265,    ,   ,GVNP,GV,P,A, , , , ;
SID:020,5,ODME1N,RW03,NP411,GV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ODME1N,RW03,NP412,GV,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ODME1N,RW03,NP413,GV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ODME1N,RW03,ODMEN,GV,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODME2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0080,+,02500,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ODME2E,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ODME2E,RW03,D129J,GV,P,C,E   ,R,   ,AF, ,SNT,GV,D, ,      ,1290,0100,0310,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ODME2E,RW03,D179J,GV,P,C,E   ,R,   ,AF, ,SNT,GV,D, ,      ,1790,0100,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ODME2E,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ODME2E,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ODME2E,RW03,ODMEN,GV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODME2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0050, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ODME2F,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ODME2F,RW21,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ODME2F,RW21,ODMEN,GV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODME2M,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0030, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ODME2M,RW03, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2540,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,2,ODME2M,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ODME2M,RW03,ODMEN,GV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SONV2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0050, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,SONV2E,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SONV2E,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SONV2E,RW03,SONVA,GV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SONV2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0050, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,SONV2F,RW21, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0840,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,SONV2F,RW21,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SONV2F,RW21,SONVA,GV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SVT2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0100,+,02500,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,SVT2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,3140,0150,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SVT2E,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3140,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SVT2E,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SVT2E,RW03,SVT,GV,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SVT2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0050, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,SVT2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2890,0120,+,05600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SVT2F,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SVT2F,RW21,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SVT2F,RW21,SVT,GV,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VONT2E,RW03, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,0310,0050, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,VONT2E,RW03, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1340,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VONT2E,RW03,SNT,GV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VONT2E,RW03,VONTO,GV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VONT2F,RW21, , , , ,    , ,   ,CD, ,SNT,GV,D, ,      ,    ,    ,2110,0050, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,VONT2F,RW21, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1040,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,2,VONT2F,RW21,VONTO,GV,E,A,EE  , ,   ,CF, ,SNT,GV,D, ,      ,1194,0801,1200,0540, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AMDO1J,ALL,AMDOL,GV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,AMDO1J,ALL,SNT40,GV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,AMDO1J,ALL,D268L,GV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,AMDO1J,ALL,PRA,GV,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AMDO1K,ALL,AMDOL,GV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,AMDO1K,ALL,SNT40,GV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
