SID:010,2,INTI2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,04270,     ,     , ,   ,    ,   ,LHT,ZB,D, , , , , ;
SID:020,2,INTI2B,RW30,LHT,ZB,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,INTI2B,RW30,ESMEP,ZB,E,A,E C ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    ,+,09850,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,INTI2B,RW30,INTIK,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,INTI5A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,04930,     ,     , ,   ,    ,   ,LHT,ZB,D, , , , , ;
SID:020,2,INTI5A,RW12,LHT,ZB,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,INTI5A,RW12,ESMEP,ZB,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,INTI5A,RW12,INTIK,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INTI8Y,RW30, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2970,    ,+,04270,     ,     , ,   ,    ,   ,LHT,ZB,D, , , , , ;
SID:020,5,INTI8Y,RW30,ER606,ZB,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INTI8Y,RW30,ESMEP,ZB,E,A,E C ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     , ,   ,    ,   , , , , , , , , ;
