APPCH:010,A,NBAT,YJI,YJI,CY,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NBAT,YJI,YJI,CY,D,B,E   ,L,   ,PI, ,YJI,CY,D,B,      ,0000,0000,063T,0100,+,03200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,NBAT,YJI,FF198,CY,P,C,EE  , ,   ,CF, ,YJI,CY,D,B,      ,0180,0092,198T,0008,+,03200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NBAT, ,FF198,CY,P,C,E  F, ,   ,IF, ,YJI,CY,D,B,      ,    ,    ,    ,    ,+,03200,     ,18000, ,   ,    ,   ,YJI,CY,D,B, ,0, ,C;
APPCH:030,N,NBAT, ,YJI,CY,D,B,E  M, ,   ,CF, ,YJI,CY,D,B,      ,    ,    ,198T,0092, ,01740,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NBAT, , , , , ,  M ,R,   ,VA,Y, , , , ,      ,    ,    ,018T,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NBAT, ,YJI,CY,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,N,NBAT, ,YJI,CY,D,B,EE H,L,   ,HM, , , , , ,      ,    ,    ,198T,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,RNVB,NUBUL,NUBUL,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,NUBUL,LERIR,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06100,     ,     ,-,180,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,PEPDU,PEPDU,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,PEPDU,LERIR,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     ,-,180,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,LERIR,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,18000,-,180,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,ILOKO,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,033T,0030,+,05400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:021,R,RNVB, ,EMGIS,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,033T,0015,+,04800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:023,R,RNVB, ,BOPIM,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,033T,0020,+,04100,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:025,R,RNVB, ,USBIP,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,033T,0020,+,03300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:027,R,RNVB, ,TEVIV,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,033T,0020,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
