SID:010,1,TIGAR4,RW04, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0380,    , ,     ,     ,18000, ,   ,    ,   ,NQX,K7,D, , , , , ;
SID:020,1,TIGAR4,RW04,STRAP,K7,E,A,EE  , ,   ,CF, ,NQX,K7,D, ,      ,0246,0159,0250,0159, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,TIGAR4,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0790,    ,+,00600,     ,18000, ,   ,    ,   ,NQX,K7,D, , , , , ;
SID:030,1,TIGAR4,RW08,NQX,K7,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,TIGAR4,RW08,STRAP,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,TIGAR4,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1370,    ,+,00600,     ,18000, ,   ,    ,   ,NQX,K7,D, , , , , ;
SID:020,1,TIGAR4,RW14,NQX,K7,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,TIGAR4,RW14,STRAP,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,TIGAR4,RW22, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2180,    ,+,00600,     ,18000, ,   ,    ,   ,NQX,K7,D, , , , , ;
SID:020,1,TIGAR4,RW22,NQX,K7,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
