SID:010,5,KEBS3A,RW33,TO505,MM,P,C,EY  , ,   ,CF, ,TLC,MM,D, ,      ,3318,0098,3330,0090,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,KEBS3A,RW33,TO501,MM,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,15000,14000,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,KEBS3A,RW33,TO502,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KEBS3A,RW33,TO503,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,18000,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,KEBS3A,RW33,TO504,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KEBS3A,RW33,TO740,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL260,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KEBS3A,RW33,KEBSO,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OMPE3A,RW15,TO705,MM,P,C,E   , ,   ,CF, ,TLC,MM,D, ,      ,1539,0083,1530,0080,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,OMPE3A,RW15,TO701,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,12500,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OMPE3A,RW15,TO702,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OMPE3A,RW15,TO703,MM,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL190,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,OMPE3A,RW15,TO715,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,OMPE3A,RW15,TO721,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL260,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,OMPE3A,RW15,TO724,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,OMPE3A,RW15,OMPER,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OVAG2D,RW33,TO505,MM,P,C,EY  , ,   ,CF, ,TLC,MM,D, ,      ,3318,0098,3330,0090,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,OVAG2D,RW33,TO501,MM,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,15000,14000,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,OVAG2D,RW33,OVAGO,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,18000,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OVAG3C,RW15,TO705,MM,P,C,EY  , ,   ,CF, ,TLC,MM,D, ,      ,1539,0083,1530,0080,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,OVAG3C,RW15,TO712,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,OVAG3C,RW15,SERNU,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,OVAG3C,RW15,TO754,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,OVAG3C,RW15,OVAGO,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PURA3A,RW15,TO705,MM,P,C,E   , ,   ,CF, ,TLC,MM,D, ,      ,1539,0083,1530,0080,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,PURA3A,RW15,TO701,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,12500,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PURA3A,RW15,TO702,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PURA3A,RW15,TO703,MM,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL190,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,PURA3A,RW15,TO715,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PURA3A,RW15,TO716,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,PURA3A,RW15,TO718,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL260,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,PURA3A,RW15,PURAL,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SEBO2D,RW33,TO505,MM,P,C,EY  , ,   ,CF, ,TLC,MM,D, ,      ,3318,0098,3330,0090,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,SEBO2D,RW33,TO501,MM,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,15000,14000,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,SEBO2D,RW33,SEBON,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,18000,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SEBO3C,RW15,TO705,MM,P,C,EY  , ,   ,CF, ,TLC,MM,D, ,      ,1539,0083,1530,0080,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,SEBO3C,RW15,TO712,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,SEBO3C,RW15,SERNU,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,SEBO3C,RW15,TO752,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SEBO3C,RW15,SEBON,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TEVO2C,RW15,TO705,MM,P,C,E   , ,   ,CF, ,TLC,MM,D, ,      ,1539,0083,1530,0080,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,TEVO2C,RW15,TO701,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,12500,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TEVO2C,RW15,TO702,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TEVO2C,RW15,TO703,MM,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL190,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,TEVO2C,RW15,TO730,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,FL210,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TEVO2C,RW15,ULOTO,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TEVO2C,RW15,TEVOS,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TEVO2D,RW33,TO505,MM,P,C,EY  , ,   ,CF, ,TLC,MM,D, ,      ,3318,0098,3330,0090,+,11000,     ,18500, ,   ,    ,   ,TLC,MM,D, , , , , ;
SID:020,5,TEVO2D,RW33,TO501,MM,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,15000,14000,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,TEVO2D,RW33,TO502,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TEVO2D,RW33,TO503,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,18000,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,TEVO2D,RW33,TO504,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TEVO2D,RW33,TO740,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TEVO2D,RW33,TO730,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,FL210,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,TEVO2D,RW33,ULOTO,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,TEVO2D,RW33,TEVOS,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL290,     ,     , ,   ,    ,   , , , , , , , , ;
