APPCH:005,A,D17,DJL1,DJL,LF,D, ,V  C, ,   ,FD, ,DJL,LF,D, ,      ,0000,0000,0090,0100, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D17,DJL1,FD17,LF,P,C,EE  ,L,   ,CF,Y,DJL,LF,D, ,      ,3490,0071,1690,0030,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:005,A,D17,DJL2,DJL,LF,D, ,V  C, ,   ,FD, ,DJL,LF,D, ,      ,0000,0000,0010,0100, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D17,DJL2,FD17,LF,P,C,EE  ,L,   ,CF,Y,DJL,LF,D, ,      ,3490,0071,1690,0030,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D17, ,FD17,LF,P,C,E  F, ,   ,IF, ,DJL,LF,D, ,      ,3490,0071,    ,    ,+,02900,     ,     , ,   ,    ,   ,DJL,LF,D, ,A,0, ,S;
APPCH:023,D,D17, ,50VOR,LF,P,C,E S , ,   ,CF, ,DJL,LF,D, ,      ,3490,0050,1690,0021,+,02240,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:027,D,D17, ,25VOR,LF,P,C,E S , ,   ,CF, ,DJL,LF,D, ,      ,3490,0025,1690,0025,+,01450,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D17, ,MD17,LF,P,C,E  M, ,   ,CF, ,DJL,LF,D, ,      ,3490,0010,1690,0015, ,00978,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D17, ,DJL,LF,D, ,V M , ,   ,CF, ,DJL,LF,D, ,      ,0000,0000,1690,0010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:045,D,D17, ,DJL,LF,D, ,V   , ,   ,FD, ,DJL,LF,D, ,      ,0000,0000,1690,0045, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D17, ,DJL,LF,D, ,VE H,L,   ,CF,Y,DJL,LF,D, ,      ,0000,0000,3030,0050, ,03000,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:010,A,D35,DJL1,DJL,LF,D, ,V  C, ,   ,FD, ,DJL,LF,D, ,      ,0000,0000,1960,0100, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D35,DJL1,FF35,LF,P,C,EE  ,L,   ,CF,Y,DJL,LF,D, ,      ,1760,0054,3560,0050,+,02200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D35,DJL2,DJL,LF,D, ,V  C, ,   ,FD, ,DJL,LF,D, ,      ,0000,0000,1910,0080, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D35,DJL2,FF35,LF,P,C,EE  ,L,   ,CF,Y,DJL,LF,D, ,      ,1760,0054,3560,0030,+,02200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D35, ,FF35,LF,P,C,E  F, ,   ,IF, ,DJL,LF,D, ,      ,1760,0054,    ,    ,+,02200,     ,     , ,   ,    ,   ,DJL,LF,D, ,A,0, ,S;
APPCH:025,D,D35, ,39VOR,LF,P,C,E S , ,   ,CF, ,DJL,LF,D, ,      ,1760,0039,3560,0015,+,01720,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D35, ,RW35,LF,P,G,G  M, ,   ,CF, ,DJL,LF,D, ,      ,1804,0009,3560,0030, ,00760,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D35, ,DJL,LF,D, ,V M , ,   ,CF, ,DJL,LF,D, ,      ,0000,0000,3560,0009, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:045,D,D35, ,DJL,LF,D, ,V   , ,   ,FD, ,DJL,LF,D, ,      ,0000,0000,3560,0045, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D35, ,DJL,LF,D, ,VE H,R,   ,CF,Y,DJL,LF,D, ,      ,0000,0000,2420,0050, ,03000,     ,     ,-,200,    ,   , , , , , ,0, ,S;
APPCH:010,A,R35,DJL,DJL,LF,D, ,V  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R35,DJL,SD412,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R35,DJL,SD411,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R35,DJL,ISD35,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,A,R35,SD411,SD411,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R35,SD411,ISD35,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,R,R35, ,ISD35,LF,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,R,R35, ,FSD35,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3530,0050,+,02400,     ,     , ,   ,    ,   ,DJL,LF,D, ,B,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R35, ,RW35,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3530,0052, ,00760,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R35, ,SD403,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:050,R,R35, ,SD406,LF,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,-,02500,     ,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:060,R,R35, ,ISD35,LF,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02400,     ,     ,-,220,    ,   , , , , , ,A,J,S;
RWY:RW01 ,     ,      ,00727, ,    , ,   ;N47155866,E005045839,0000;
RWY:RW17 ,     ,      ,00726, ,    , ,   ;N47163566,E005053694,0000;
RWY:RW19 ,     ,      ,00727, ,    , ,   ;N47163618,E005051323,0000;
RWY:RW35 ,     ,      ,00710, ,    , ,   ;N47151825,E005054692,0000;
