SID:010,5,KARN4N,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,KARN4N,RW30,TM501,NT,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KARN4N,RW30,ATANU,NT,P,C,EYC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KARN4N,RW30,TM502,NT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KARN4N,RW30,KARNO,NT,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KARN4S,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,KARN4S,RW12,ATANU,NT,P,C,EYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KARN4S,RW12,TM502,NT,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KARN4S,RW12,KARNO,NT,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SALU4N,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,SALU4N,RW30,TM501,NT,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SALU4N,RW30,BOBIX,NT,E,A,EYC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SALU4N,RW30,TORAL,NT,P,C,E C ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SALU4N,RW30,SALUT,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SALU4S,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,SALU4S,RW12,BOBIX,NT,E,A,EYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SALU4S,RW12,TORAL,NT,P,C,E C , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SALU4S,RW12,SALUT,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VAIT3N,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,00500,     ,09000,-,145,    ,   , , , , , , , , ;
SID:020,2,VAIT3N,RW30, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VAIT3N,RW30,VAITE,NT,E,A,EEC , ,   ,CF, ,TAF,NT,D, ,      ,3090,0350,3090,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VAIT3S,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,00500,     ,09000,-,145,    ,   , , , , , , , , ;
SID:020,2,VAIT3S,RW12, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VAIT3S,RW12,VAITE,NT,E,A,EEC , ,   ,CF, ,TAF,NT,D, ,      ,3090,0350,3090,0280, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R12,MOSMA,MOSMA,NT,E,A,E CC, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     ,-,170,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12,MOSMA,MORNI,NT,P,C,EECB, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R12, ,MORNI,NT,P,C,E CD, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R12, ,FTM12,NT,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1220,0035, ,02100,     ,     , ,   ,    ,   ,MOSMA,NT,E,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R12, ,MTM12,NT,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1220,0031, ,01104,     ,     , ,   ,-300,   , , , , , ,B,J,S;
