SID:010,5,AFGA1M,RW04,BU511,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000,-,240,    ,   ,CRL,LT,D, , , , , ;
SID:020,5,AFGA1M,RW04,AFGAR,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AFGA1U,RW22,BU710,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000,-,240,    ,   ,CRL,LT,D, , , , , ;
SID:020,5,AFGA1U,RW22,BU720,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AFGA1U,RW22,KVITO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AFGA1U,RW22,AFGAR,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIG1Q,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,00970,     ,12000, ,   ,    ,   ,CRL,LT,D, , , , , ;
SID:020,2,BIG1Q,RW22,CRL,LT,D, ,V   , ,   ,FA, ,CRL,LT,D, ,      ,0000,0000,2210,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIG1Q,RW22, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BIG1Q,RW22,BIG,LT,D, ,VE  , ,   ,CF, ,BIG,LT,D, ,      ,0000,0000,2020,0510, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIG1R,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,00970,     ,12000, ,   ,    ,   ,CRL,LT,D, , , , , ;
SID:020,2,BIG1R,RW04,CRL,LT,D, ,V   , ,   ,FA, ,CRL,LT,D, ,      ,0000,0000,0570,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIG1R,RW04,CRL,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BIG1R,RW04,BIG,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BKZ1M,RW04,BU511,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000,-,240,    ,   ,CRL,LT,D, , , , , ;
SID:020,5,BKZ1M,RW04,BU510,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BKZ1M,RW04,UHM,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BKZ1M,RW04,BKZ,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BKZ1U,RW22,BU710,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000,-,240,    ,   ,CRL,LT,D, , , , , ;
SID:020,5,BKZ1U,RW22,BU720,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BKZ1U,RW22,KVITO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BKZ1U,RW22,UHM,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BKZ1U,RW22,BKZ,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EKI1M,RW04,BU511,LT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000,-,240,    ,   ,CRL,LT,D, , , , , ;
SID:020,5,EKI1M,RW04,BU512,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EKI1M,RW04,BU513,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EKI1M,RW04,EKI,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKI1Q,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,00970,     ,12000, ,   ,    ,   ,CRL,LT,D, , , , , ;
SID:020,2,EKI1Q,RW22,CRL,LT,D, ,V   , ,   ,FA, ,CRL,LT,D, ,      ,0000,0000,2210,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EKI1Q,RW22,EKI,LT,D, ,VE  , ,   ,CF, ,EKI,LT,D, ,      ,0000,0000,2370,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
