SID:010,2,RUMU4A,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2770,    ,+,02500,     ,10000, ,   ,    ,   ,UO,UK,D,B, , , , ;
SID:020,2,RUMU4A,RW28,UO,UK,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,08040,04930,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,RUMU4A,RW28,RUMUK,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TAKO4A,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2770,    ,+,02500,     ,10000, ,   ,    ,   ,UO,UK,D,B, , , , ;
SID:020,2,TAKO4A,RW28,UO,UK,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,08040,04930,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,TAKO4A,RW28,TAKON,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VI4A,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2770,    ,+,02500,     ,10000, ,   ,    ,   ,UO,UK,D,B, , , , ;
SID:020,2,VI4A,RW28,UO,UK,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,08040,04930,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,VI4A,RW28,VI,UK,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LONL4F,RW10,LONLA,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,UO,UK,D,B, , , , ;
STAR:020,2,LONL4F,RW10,UO,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08040,07060,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,RUMU4F,RW10,RUMUK,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,UO,UK,D,B, , , , ;
STAR:020,2,RUMU4F,RW10,UO,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08040,07060,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,TAKO4F,RW10,TAKON,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,UO,UK,D,B, , , , ;
STAR:020,2,TAKO4F,RW10,UO,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08040,07060,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,VI4F,RW10,VI,UK,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,UO,UK,D,B, , , , ;
STAR:020,2,VI4F,RW10,UO,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08040,07060,     , ,   ,    ,   , , , , , , , , ;
APPCH:020,N,N10-Y, ,FF10,UK,P,C,E  F, ,   ,IF, ,UO,UK,D,B,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   ,UO,UK,D,B, ,0, ,S;
APPCH:030,N,N10-Y, ,RW10,UK,P,G,G  M, ,   ,CF, ,UO,UK,D,B,      ,    ,    ,1020,0065, ,00423,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N10-Y, ,UO,UK,D,B,EYM , ,   ,CF, ,NYR,LH,D, ,      ,0244,0448,1020,0005, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N10-Y, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1020,    ,+,01480,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N10-Y, ,UO,UK,D,B,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q10-Z, ,FF10,UK,P,C,E  F, ,   ,IF, ,UO,UK,D,B,      ,    ,    ,    ,    , ,02500,     ,     , ,   ,    ,   ,UO,UK,D,B, ,0, ,S;
APPCH:030,Q,Q10-Z, ,MA10Z,UK,P,C,E  M, ,   ,CF, ,UZH,UK,D, ,      ,    ,0012,1020,0058, ,00651,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,Q,Q10-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1020,    ,+,01480,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q10-Z, ,UO,UK,D,B,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW10 ,+0140,      ,00373, ,    , ,   ;N48381164,E022145892,0000;
RWY:RW28 ,-0140,      ,00377, ,    , ,   ;N48380123,E022160546,2093;
