SID:010,5,ALPA2P,RW24, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2430,    ,+,03000,     ,11000, ,   ,    ,   ,RPLL,RP,P,A, , , , ;
SID:020,5,ALPA2P,RW24,ARBOR,RP,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALPA2P,RW24,RIDEL,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALPA2P,RW24,JERIC,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALPA2P,RW24,ALPAS,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALPA2R,RW06,LL06F,RP,P,C,E   , ,010,CF, ,MIA,RP,D, ,      ,0626,0076,0630,0071, ,     ,     ,11000, ,   ,    ,   ,RPLL,RP,P,A, , , , ;
SID:020,5,ALPA2R,RW06,LL06G,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALPA2R,RW06,LAUAN,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALPA2R,RW06,ALPAS,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALPA2V,RW13,CLAIR,RP,P,C,E   , ,010,CF, ,MIA,RP,D, ,      ,1383,0064,1380,0067, ,     ,     ,11000,-,200,    ,   ,RPLL,RP,P,A, , , , ;
SID:020,5,ALPA2V,RW13,BILID,RP,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,ALPA2V,RW13,TANSA,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,ALPA2V,RW13,SANLY,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALPA2V,RW13,SURAN,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALPA2V,RW13,ALPAS,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALPA4V,RW13,CLAIR,RP,P,C,E   , ,010,CF, ,MIA,RP,D, ,      ,1383,0064,1380,0067, ,     ,     ,11000,-,200,    ,   ,RPLL,RP,P,A, , , , ;
SID:020,5,ALPA4V,RW13,BILID,RP,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,ALPA4V,RW13,ARBOR,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALPA4V,RW13,RIDEL,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALPA4V,RW13,JERIC,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALPA4V,RW13,ALPAS,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETE2A,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0630,    ,+,03000,     ,11000, ,   ,    ,   ,MIA,RP,D, ,B, , , ;
SID:020,2,BETE2A,RW06, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETE2A,RW06,BORGA,RP,E,A,E C , ,   ,CF, ,MIA,RP,D, ,      ,2512,0200,2510,0190,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BETE2A,RW06,KEERO,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BETE2A,RW06,BETEL,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETE2B,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2430,    ,+,00580,     ,11000, ,   ,    ,   ,MIA,RP,D, ,B, , , ;
SID:020,2,BETE2B,RW24,BORGA,RP,E,A,E C , ,   ,CF, ,MIA,RP,D, ,      ,2512,0200,2510,0200,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETE2B,RW24,KEERO,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BETE2B,RW24,BETEL,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETE2C,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1380,    ,+,00580,     ,11000, ,   ,    ,   ,MIA,RP,D, ,B, , , ;
SID:020,2,BETE2C,RW13, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1130,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETE2C,RW13, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BETE2C,RW13,BORGA,RP,E,A,E C , ,   ,CF, ,MIA,RP,D, ,      ,2512,0200,2510,0100,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BETE2C,RW13,KEERO,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BETE2C,RW13,BETEL,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BETE2P,RW24,LL24F,RP,P,C,E   , ,010,CF, ,MIA,RP,D, ,      ,2439,0095,2430,0082, ,     ,     ,11000, ,   ,    ,   ,RPLL,RP,P,A, , , , ;
