SID:010,5,AGUD1E,RW10,IKIRI,WA,P,C,E   , ,   ,CF, ,SBR,WA,D, ,      ,0994,0092,0990,0080, ,     ,     ,11000, ,   ,    ,   ,WARR,WA,P,A, , , , ;
SID:020,5,AGUD1E,RW10,GARDA,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGUD1E,RW10,MACEL,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGUD1E,RW10,AGUDA,WA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGUD1F,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2790,    ,+,03500,     ,11000, ,   ,    ,   ,WARR,WA,P,A, , , , ;
SID:020,5,AGUD1F,RW28,MATRA,WA,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGUD1F,RW28,TATUG,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGUD1F,RW28,AGUDA,WA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENTA3K,RW10,IKIRI,WA,P,C,E   , ,   ,CF, ,SBR,WA,D, ,      ,0994,0092,0990,0080, ,     ,     ,11000, ,   ,    ,   ,WARR,WA,P,A, , , , ;
SID:020,5,ENTA3K,RW10,PUPAK,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ENTA3K,RW10,NAMIA,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL245,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ENTA3K,RW10,ENTAS,WA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
