SID:050,6,BNDTO6,MNURE,MNURE,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BNDTO6,SAT,BNDTO,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KIAH,K4,P,A, , , , ;
SID:020,6,BNDTO6,SAT,FFOAM,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BNDTO6,SAT,BOCCK,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,BNDTO6,SAT,MNURE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,BNDTO6,SAT,MARCS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,BNDTO6,SAT,SAT,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BNDTO6,WAILN,BNDTO,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KIAH,K4,P,A, , , , ;
SID:020,6,BNDTO6,WAILN,BAAKE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BNDTO6,WAILN,WEEED,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BNDTO6,WAILN,WAILN,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CRIED1,ALL,LITLD,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CRIED1,ALL,BLTWY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CRIED1,ALL,STELL,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CRIED1,ALL,CRIED,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CRIED1,ALL,CQY,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELD1,ALL,RAECN,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ELD1,ALL,DARTR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ELD1,ALL,MUSIQ,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ELD1,ALL,VELCO,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ELD1,ALL,ENJOY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ELD1,ALL,ELD,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLYZA5,RW08B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLYZA5,RW08B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLYZA5,RW08B,BOTLL,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLYZA5,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLYZA5,RW09, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLYZA5,RW09,BOTLL,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLYZA5,RW15B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1490,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLYZA5,RW15B,TTAPS,K4,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLYZA5,RW15B,BOTLL,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLYZA5,RW26B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2670,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLYZA5,RW26B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLYZA5,RW26B,BOTLL,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLYZA5,RW27, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2670,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLYZA5,RW27, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLYZA5,RW27,BOTLL,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLYZA5,RW33B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3290,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLYZA5,RW33B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLYZA5,RW33B,BOTLL,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FLYZA5, ,BOTLL,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,FLYZA5, ,FLYZA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FLYZA5,ANKRR,FLYZA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,FLYZA5,ANKRR,PPALE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,FLYZA5,ANKRR,VUH,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,FLYZA5,ANKRR,ANKRR,K4,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FLYZA5,KELPP,FLYZA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,FLYZA5,KELPP,PPALE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,FLYZA5,KELPP,VUH,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,FLYZA5,KELPP,KELPP,K4,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FLYZA5,MUSYL,FLYZA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,FLYZA5,MUSYL,PPALE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,FLYZA5,MUSYL,VUH,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,FLYZA5,MUSYL,MUSYL,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIFFA1,ALL,MONNT,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GIFFA1,ALL,BUMCO,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIFFA1,ALL,GIFFA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GUMBY3,RW08B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,GUMBY3,RW08B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,GUMBY3,RW08B,DWSUN,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GUMBY3,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,GUMBY3,RW09, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,GUMBY3,RW09,DWSUN,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GUMBY3,RW15B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1490,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,GUMBY3,RW15B,CRTMN,K4,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,4,GUMBY3,RW15B,DWSUN,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GUMBY3, ,DWSUN,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GUMBY3, ,GUMBY,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GUMBY3,GUSTI,GUMBY,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GUMBY3,GUSTI,JAAYE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,GUMBY3,GUSTI,SPINY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,GUMBY3,GUSTI,GUSTI,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GUMBY3,LCH,GUMBY,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GUMBY3,LCH,HOURN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,GUMBY3,LCH,BLING,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,GUMBY3,LCH,LCH,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GUMBY3,LLA,GUMBY,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GUMBY3,LLA,YOKEM,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,GUMBY3,LLA,SBI,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,GUMBY3,LLA,LLA,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HOODO7,RW08B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HOODO7,RW08B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HOODO7,RW08B,VUH,K4,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HOODO7,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HOODO7,RW09, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HOODO7,RW09,VUH,K4,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HOODO7,RW15B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1490,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HOODO7,RW15B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HOODO7,RW15B,VUH,K4,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HOODO7,RW26B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2670,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HOODO7,RW26B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HOODO7,RW26B,VUH,K4,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HOODO7,RW27, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2670,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HOODO7,RW27, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HOODO7,RW27,VUH,K4,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HOODO7,RW33B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3290,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HOODO7,RW33B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
