SID:010,2,RATA1H,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2270,    ,+,03410,     ,06000, ,   ,    ,   ,EON,LE,D, , , , , ;
SID:020,2,RATA1H,RW23,D226D,LE,P,C,E   , ,   ,CF, ,EON,LE,D, ,      ,2260,0040,2260,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RATA1H,RW23, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1360,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RATA1H,RW23,EON,LE,D, ,V   , ,   ,FA, ,EON,LE,D, ,      ,0000,0000,1810,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RATA1H,RW23,D169H,LE,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,RATA1H,RW23, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,RATA1H,RW23,RATAS,LE,E,A,EEC , ,   ,CF, ,NEA,LE,D, ,      ,0071,0330,0920,0630,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,RATA2G,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,03410,     ,06000, ,   ,    ,   ,EON,LE,D, , , , , ;
SID:010,2,RATA2G,RW05,D039D,LE,P,C,E   , ,   ,CF, ,EON,LE,D, ,      ,0390,0036,0390,0030,+,03900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,RATA2G,RW05, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1220,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RATA2G,RW05,EON,LE,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RATA2G,RW05,RATAS,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,ROVA1G,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,03410,     ,06000, ,   ,    ,   ,EON,LE,D, , , , , ;
SID:010,2,ROVA1G,RW05,D039D,LE,P,C,E   , ,   ,CF, ,EON,LE,D, ,      ,0390,0036,0390,0030,+,03900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ROVA1G,RW05, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,1370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
