APPCH:010,A,R09,BR500,BR500,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,BR500,ALPER,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,BR501,BR501,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,BR501,ALPER,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,ALPER,MU,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,BR509,MU,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0950,0050, ,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R09, ,RW09,MU,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0950,0045, ,00060,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R09, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,0950,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R09, ,BR510,MU,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R09, ,BR510,MU,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2350,0042,+,FL040,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,BR502,BR502,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,BR502,BENOS,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,BR503,BR503,MU,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,BR503,BENOS,MU,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R27, ,BENOS,MU,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R27, ,BR527,MU,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2750,0050, ,01500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R27, ,RW27,MU,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2750,0045, ,00063,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R27, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,2750,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R27, ,BR510,MU,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R27, ,BR510,MU,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1420,0042,+,FL040,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW09 ,+0060,      ,00010, ,    , ,   ;N22371531,W079092135,0000;
RWY:RW27 ,-0060,      ,00013, ,    , ,   ;N22371776,W079081827,0000;
