APPCH:010,A,B30,AKN,AKN,PA,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B30,AKN,PUCID,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B30,AKN,PUCID,PA,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,3010,T010,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,B30,CACCA,CACCA,PA,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B30,CACCA,D108O,PA,P,C,E   ,R,   ,AF, ,AKN,PA,D, ,      ,1080,0150,0940,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B30,CACCA, , , , , E  , ,   ,VI, ,IAKN,PA,P,I,      ,    ,    ,2710,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,B30,OLAYA,OLAYA,PA,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B30,OLAYA,CACCA,PA,E,A,E   ,R,   ,AF, ,AKN,PA,D, ,      ,0943,0150,0260,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B30,OLAYA,D108O,PA,P,C,E   ,R,   ,AF, ,AKN,PA,D, ,      ,1080,0150,0940,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,B30,OLAYA, , , , , E  , ,   ,VI, ,IAKN,PA,P,I,      ,    ,    ,2710,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,B30,OLLER,OLLER,PA,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B30,OLLER,D124O,PA,P,C,E   ,L,   ,AF, ,AKN,PA,D, ,      ,1240,0150,2100,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B30,OLLER, , , , , E  , ,   ,VI, ,IAKN,PA,P,I,      ,    ,    ,3310,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,B,B30, ,PUCID,PA,P,C,E  I, ,   ,IF, ,IAKN,PA,P,I,      ,1209,0097,    ,    ,+,02900,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:015,B,B30, ,FELUM,PA,P,C,E S , ,   ,CF, ,IAKN,PA,P,I,      ,1209,0064,3010,0034,+,01600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,B,B30, ,CICAR,PA,P,C,E  F, ,   ,CF, ,IAKN,PA,P,I,      ,1209,0037,3010,0026,+,01400,     ,     , ,   ,-310,   ,AKN,PA,D, ,A,0,D,S;
