SID:010,5,GITO3M,RW06,KK628,UM,P,C,EY  , ,   ,CF, ,KRD,UM,D, ,      ,0602,0038,0590,0040, ,     ,     ,04000,-,215,    ,   ,UMKK,UM,P,A, , , , ;
SID:020,5,GITO3M,RW06,KK631,UM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GITO3M,RW06,KK633,UM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GITO3M,RW06,GITOV,EP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,GITO3N,RW24,DER24,UM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,UMKK,UM,P,A, , , , ;
SID:010,5,GITO3N,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2390,    ,+,00700,     ,     ,-,215,    ,   , , , , , , , , ;
SID:020,5,GITO3N,RW24,KK836,UM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GITO3N,RW24,KK837,UM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GITO3N,RW24,KK838,UM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GITO3N,RW24,GITOV,EP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GITO3R,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2390,    ,+,00700,     ,04000, ,   ,    ,   ,UMKK,UM,P,A, , , , ;
SID:020,5,GITO3R,RW24,KK839,UM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GITO3R,RW24,GITOV,EP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLA3M,RW06,KK628,UM,P,C,EY  , ,   ,CF, ,KRD,UM,D, ,      ,0602,0038,0590,0040, ,     ,     ,04000,-,215,    ,   ,UMKK,UM,P,A, , , , ;
SID:020,5,GOLA3M,RW06,KK632,UM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLA3M,RW06,GOLAD,EP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,GOLA3N,RW24,DER24,UM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,UMKK,UM,P,A, , , , ;
SID:010,5,GOLA3N,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2390,    ,+,00700,     ,     ,-,215,    ,   , , , , , , , , ;
SID:020,5,GOLA3N,RW24,KK836,UM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLA3N,RW24,KK837,UM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOLA3N,RW24,GOLAD,EP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLA3R,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2390,    ,+,00700,     ,04000, ,   ,    ,   ,UMKK,UM,P,A, , , , ;
SID:020,5,GOLA3R,RW24,GOLAD,EP,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOME3M,RW06,KK628,UM,P,C,EY  , ,   ,CF, ,KRD,UM,D, ,      ,0602,0038,0590,0040, ,     ,     ,04000,-,215,    ,   ,UMKK,UM,P,A, , , , ;
SID:020,5,GOME3M,RW06,KK631,UM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOME3M,RW06,KK633,UM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOME3M,RW06,GOMED,EP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,GOME3N,RW24,DER24,UM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,UMKK,UM,P,A, , , , ;
SID:010,5,GOME3N,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2390,    ,+,00700,     ,     ,-,215,    ,   , , , , , , , , ;
SID:015,5,GOME3N,RW24,KK836,UM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,GOME3N,RW24,KK837,UM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOME3N,RW24,KK838,UM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOME3N,RW24,GOMED,EP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOME3R,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2390,    ,+,00700,     ,04000, ,   ,    ,   ,UMKK,UM,P,A, , , , ;
SID:030,5,GOME3R,RW24,GOMED,EP,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ITVU3H,RW06, , , , ,    , ,   ,CD, ,KRD,UM,D, ,      ,    ,    ,0590,0032, ,     ,     ,04000, ,   ,    ,   ,UMKK,UM,P,A, , , , ;
SID:030,2,ITVU3H,RW06,ITVUL,EY,E,A,EEC , ,   ,CF, ,KRD,UM,D, ,      ,0615,0414,0620,0380,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
