SID:010,2,OGNUM1,RW17, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1760,    ,+,03500,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,2,OGNUM1,RW17,MLV,SP,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OGNUM1,RW17,ASEMO,SP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OGNUM1,RW17,OGNUM,SP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BODET2,RW35,BODET,SP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   ,MLV,SP,D, , , , , ;
STAR:020,5,BODET2,RW35,EGELI,SP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BODET2,RW35,DEXAM,SP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D35,DEXAM,DEXAM,SP,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D35,DEXAM,AKVIR,SP,P,C,EECB, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D35, ,AKVIR,SP,P,C,E CI, ,   ,IF, ,MLV,SP,D, ,      ,1766,0102,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D35, ,EKESI,SP,P,C,E CF, ,   ,CF, ,MLV,SP,D, ,      ,1770,0052,3560,0050,+,02900,     ,     , ,   ,    ,   ,MLV,SP,D, , ,0, ,S;
APPCH:030,D,D35, ,RW35,SP,P,G,G  M, ,   ,CF, ,MLV,SP,D, ,      ,1916,0002,3560,0050, ,01303,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D35, ,MLV,SP,D, ,V M , ,   ,CF, ,MLV,SP,D, ,      ,0000,0000,3560,0002, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D35, , , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3560,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D35, ,AKVIR,SP,P,C,EECH,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I35,DEXAM,DEXAM,SP,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I35,DEXAM,AKVIR,SP,P,C,EECB, ,   ,CF, ,IMLV,SP,P,I,      ,1772,0111,0840,0060,+,04100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I35, ,AKVIR,SP,P,C,E CI, ,   ,IF, ,IMLV,SP,P,I,      ,1772,0111,    ,    ,J,04100,02900,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I35, ,EKESI,SP,P,C,E CF, ,   ,CF, ,IMLV,SP,P,I,      ,1773,0061,3570,0050,H,02900,02900,     , ,   ,-300,   ,MLV,SP,D, , ,0,D,S;
APPCH:030,I,I35, ,RW35,SP,P,G,G  M, ,   ,CF, ,IMLV,SP,P,I,      ,1773,0011,3570,0050, ,01303,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I35, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,3570,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I35, ,AKVIR,SP,P,C,EECH,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW17 ,+0140,      ,01253, ,    , ,   ;S11505120,W072562530,0000;
RWY:RW35 ,     ,      ,01253, ,IMLV,1,   ;S11514439,W072561795,0000;
