APPCH:020,A,R31,FEPLO,HAKAR,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R31,HAKAR,HAKAR,K4,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,3140,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R31, ,HAKAR,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R31, ,GOLGY,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3140,0049,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R31, ,RW31,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3140,0050, ,01197,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R31, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3140,    ,+,01569,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R31, ,CAPLI,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R31, ,CAPLI,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1340,0040,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW13 ,     ,      ,01167, ,    , ,   ;N35092794,W097282530,0000;
RWY:RW18 ,     ,      ,01169, ,    , ,   ;N35092898,W097281408,0000;
RWY:RW31 ,     ,      ,01157, ,    , ,   ;N35090623,W097280060,0000;
RWY:RW36 ,     ,      ,01161, ,    , ,   ;N35091118,W097281459,0000;
