SID:010,5,AKPA1A,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0450,    ,+,00600,     ,11000, ,   ,    ,   ,WIMM,WI,P,A, , , , ;
SID:020,5,AKPA1A,RW05,PUJAS,WI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKPA1A,RW05,BATOR,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKPA1A,RW05,OSPEG,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKPA1A,RW05,UBSES,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AKPA1A,RW05,AKPAG,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AKPA1A,RW05,MIBEL,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKPA1B,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2250,    ,+,02000,     ,11000, ,   ,    ,   ,WIMM,WI,P,A, , , , ;
SID:020,5,AKPA1B,RW23,RENAL,WI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKPA1B,RW23,TORIB,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKPA1B,RW23,AKPAG,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKPA1B,RW23,MIBEL,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANJU1A,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2250,    ,+,02000,     ,11000, ,   ,    ,   ,WIMM,WI,P,A, , , , ;
SID:020,5,ANJU1A,RW23,ZAIDA,WI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANJU1A,RW23,ANJUA,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BENB1A,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0450,    ,+,00600,     ,11000, ,   ,    ,   ,WIMM,WI,P,A, , , , ;
SID:020,5,BENB1A,RW05,SEGAR,WI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BENB1A,RW05,ANBIL,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BENB1A,RW05,ARSIX,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BENB1A,RW05,TOKOK,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
