SID:010,2,ADEB4E,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,02000,     ,10000, ,   ,    ,   ,KTU,UA,D, , , , , ;
SID:015,2,ADEB4E,RW02, , , , ,    , ,   ,CD, ,KTU,UA,D, ,      ,    ,    ,0210,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ADEB4E,RW02, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADEB4E,RW02,ADEBA,UA,E,A,EE  , ,   ,CF, ,KTU,UA,D, ,      ,0525,0419,0520,0310,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADEB4F,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2010,    ,+,02000,     ,10000, ,   ,    ,   ,KTU,UA,D, , , , , ;
SID:015,2,ADEB4F,RW20, , , , ,    , ,   ,CD, ,KTU,UA,D, ,      ,    ,    ,2010,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ADEB4F,RW20, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADEB4F,RW20,ADEBA,UA,E,A,EE  , ,   ,CF, ,KTU,UA,D, ,      ,0525,0419,0520,0500,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADLO3J,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,02200,     ,10000, ,   ,    ,   ,KTU,UA,D, , , , , ;
SID:015,2,ADLO3J,RW02, , , , ,    , ,   ,CD, ,KTU,UA,D, ,      ,    ,    ,0210,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ADLO3J,RW02,KTU,UA,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADLO3J,RW02,GIKON,UA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ADLO3J,RW02,ADLON,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADLO3K,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2010,    ,+,02200,     ,10000, ,   ,    ,   ,KTU,UA,D, , , , , ;
SID:015,2,ADLO3K,RW20, , , , ,    , ,   ,CD, ,KTU,UA,D, ,      ,    ,    ,2010,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ADLO3K,RW20,KTU,UA,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADLO3K,RW20,GIKON,UA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ADLO3K,RW20,ADLON,UA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADLO4E,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,02000,     ,10000, ,   ,    ,   ,KTU,UA,D, , , , , ;
