STAR:010,5,LURE1U,RW17,LUREN,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,LURE1U,RW17,OGMAP,LF,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:010,5,OLZO1D,RW35,OLZOM,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,OLZO1D,RW35,QB600,LF,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,OLZO1D,RW35,BEDVA,LF,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,OLZO1U,RW17,OLZOM,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,OLZO1U,RW17,QB600,LF,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,OLZO1U,RW17,OGMAP,LF,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:010,5,RLP1D,RW35,RLP,LF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,RLP1D,RW35,BOLLY,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,RLP1D,RW35,DIDGO,LF,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,220,    ,   , , , , , , , , ;
APPCH:010,A,N17,TY1,TY,LF,D,B,EE C,R,   ,HF, , , , , ,      ,    ,    ,1720,T010,+,02500,     ,     ,+,170,    ,   , , , , , ,0, ,S;
APPCH:010,A,N17,TY2,TY,LF,D,B,EE C,R,   ,HF, , , , , ,      ,    ,    ,1720,T015,+,02500,     ,     ,-,170,    ,   , , , , , ,0, ,S;
APPCH:010,N,N17, ,CN17,LF,P,C,E  I, ,   ,IF, ,TY,LF,D,B,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N17, ,TY,LF,D,B,E  F, ,   ,CF, ,TY,LF,D,B,      ,    ,    ,1720,0038,+,02000,     ,     , ,   ,    ,   ,TY,LF,D,B, ,0, ,S;
APPCH:030,N,N17, ,MN17,LF,P,C,E  M, ,   ,CF, ,TY,LF,D,B,      ,    ,    ,1720,0038, ,00588,     ,     , ,   ,-349,   , , , , , ,0, ,S;
APPCH:040,N,N17, ,MN17,LF,P,C,E M , ,   ,FA, ,CAV,LF,D, ,      ,1893,0272,1720,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N17, ,TY,LF,D,B,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,R17,EVLIK,EVLIK,LF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:020,A,R17,EVLIK,NEXOT,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R17,NEXOT,NEXOT,LF,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1720,T010,+,02500,     ,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:010,A,R17,OGMAP,OGMAP,LF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:020,A,R17,OGMAP,NEXOT,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,R,R17, ,NEXOT,LF,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:020,R,R17, ,FQB17,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1720,0044, ,02500,     ,     , ,   ,    ,   ,LFQB,LF,P,A, ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R17, ,RW17,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1720,0056, ,00414,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:040,R,R17, ,QB410,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,02500,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:050,R,R17, ,QB412,LF,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R17, ,OGMAP,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,02500,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:070,R,R17, ,NEXOT,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:080,R,R17, ,NEXOT,LF,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1720,T010,+,02500,     ,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:010,A,R35,ABSEG,ABSEG,LF,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R35,ABSEG,BEDVA,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R35,ABSEG,DIDGO,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,A,R35,BEDVA,BEDVA,LF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R35,BEDVA,DIDGO,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:010,R,R35, ,DIDGO,LF,P,C,E  D, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,R,R35, ,FQB35,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3520,0050, ,02500,     ,     , ,   ,    ,   ,LFQB,LF,P,A, ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R35, ,RW35,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3520,0065, ,00433,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R35, ,QB510,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R35, ,ABSEG,LF,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R35, ,ABSEG,LF,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1420,T010,+,03000,     ,     ,-,200,    ,   , , , , , ,A,J,S;
RWY:RW05 ,     ,      ,00386, ,    , ,   ;N48190287,E004003146,0279;
RWY:RW17 ,     ,      ,00365, ,    , ,   ;N48194617,E004005518,0000;
RWY:RW17R,     ,      ,00372, ,    , ,   ;N48193209,E004004440,0000;
RWY:RW23 ,     ,      ,00372, ,    , ,   ;N48191587,E004005623,0000;
RWY:RW35 ,     ,      ,00384, ,    , ,   ;N48185671,E004010331,0371;
RWY:RW35L,     ,      ,00374, ,    , ,   ;N48190314,E004004915,0000;
