SID:040,4,CHUWY1,RW25,LODOE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CHUWY1,RW25,RINKR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,CHUWY1,RW25,ELCEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,CHUWY1,RW25,YOKES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW34L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW34L,NKATA,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW34L,YOKES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW34R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW34R,CAAZZ,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW34R,YOKES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW35L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3530,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW35L,CAAZZ,K2,P,C,E   , ,   ,CF, ,DEN,K2,D, ,      ,3475,0135,3420,0065,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW35L,YOKES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW35R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3530,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW35R,CAAZZ,K2,P,C,E   , ,   ,CF, ,DEN,K2,D, ,      ,3475,0135,3380,0082,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW35R,YOKES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CHUWY1, ,YOKES,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,CHUWY1, ,LNGWD,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CHUWY1, ,CHUWY,K3,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR8,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0830,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,CONNR8,RW08, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR8,RW08,TAVRN,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR8,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,CONNR8,RW16B,FOAMS,K2,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR8,RW16B,HEMVO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CONNR8,RW16B,TAVRN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR8,RW17B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,CONNR8,RW17B,FOAMS,K2,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR8,RW17B,HEMVO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CONNR8,RW17B,TAVRN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR8,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2630,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,CONNR8,RW25,FOAMS,K2,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR8,RW25,HEMVO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CONNR8,RW25,TAVRN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR8,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,CONNR8,RW34B,FOAMS,K2,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR8,RW34B,HEMVO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CONNR8,RW34B,TAVRN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR8,RW35B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,CONNR8,RW35B,FOAMS,K2,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR8,RW35B,HEMVO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CONNR8,RW35B,TAVRN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CONNR8, ,TAVRN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,5,CONNR8, ,VONNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,250,    ,   , , , , , , , , ;
SID:030,5,CONNR8, ,TEEBO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CONNR8, ,CONNR,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,280,    ,   , , , , , , , , ;
SID:010,6,CONNR8,WERNR,CONNR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,18000, ,280,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,6,CONNR8,WERNR,WERNR,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,COORZ7,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0830,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,COORZ7,RW08, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,COORZ7,RW08,IPALE,K2,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,COORZ7,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,COORZ7,RW16B,FOAMS,K2,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,COORZ7,RW16B,JOROS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,COORZ7,RW16B,IPALE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,COORZ7,RW17B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,COORZ7,RW17B,FOAMS,K2,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,COORZ7,RW17B,JOROS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,COORZ7,RW17B,IPALE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,COORZ7,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2630,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,COORZ7,RW25,FOAMS,K2,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,COORZ7,RW25,JOROS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,COORZ7,RW25,IPALE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,COORZ7,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,COORZ7,RW34B,FOAMS,K2,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,COORZ7,RW34B,JOROS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,COORZ7,RW34B,IPALE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,COORZ7,RW35B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,4,COORZ7,RW35B,FOAMS,K2,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,COORZ7,RW35B,JOROS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,COORZ7,RW35B,IPALE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,COORZ7, ,IPALE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,5,COORZ7, ,MOLSN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,250,    ,   , , , , , , , , ;
SID:030,5,COORZ7, ,BULLT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,COORZ7, ,COORZ,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,280,    ,   , , , , , , , , ;
SID:010,6,COORZ7,VOAXA,COORZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,18000, ,280,    ,   ,KDEN,K2,P,A, , , , ;
SID:020,6,COORZ7,VOAXA,VOAXA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDRTH1,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0830,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DDRTH1,RW08,ROYYL,K2,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DDRTH1,RW08,TURBN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DDRTH1,RW08,CHICN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DDRTH1,RW08,FAARM,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,DDRTH1,RW08,YAMMI,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDRTH1,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DDRTH1,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DDRTH1,RW16B,YAMMI,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDRTH1,RW17B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DDRTH1,RW17B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DDRTH1,RW17B,YAMMI,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDRTH1,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2630,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DDRTH1,RW25,MUGBE,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DDRTH1,RW25,WAZEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DDRTH1,RW25,LODOE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DDRTH1,RW25,RINKR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DDRTH1,RW25,HERDR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,4,DDRTH1,RW25,TROTO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,DDRTH1,RW25,YAMMI,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DDRTH1,RW34L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DDRTH1,RW34L,NKATA,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DDRTH1,RW34L,KAYOO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
