SID:010,4,BAYLR6,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0830,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW08, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW08,WAKIR,K2,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR6,RW16L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1730,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW16L,BRKEM,K2,P,C,E   , ,   ,CF, ,DEN,K2,D, ,      ,2509,0115,2440,0105,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW16L,WAKIR,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR6,RW16R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1730,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW16R,BRKEM,K2,P,C,E   , ,   ,CF, ,DEN,K2,D, ,      ,2509,0115,2490,0098,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW16R,WAKIR,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR6,RW17L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1730,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW17L,GOROC,K2,E,A,E   , ,   ,CF, ,DEN,K2,D, ,      ,2089,0042,2190,0046, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW17L,BRKEM,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BAYLR6,RW17L,WAKIR,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR6,RW17R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1730,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW17R,GOROC,K2,E,A,E   , ,   ,CF, ,DEN,K2,D, ,      ,2089,0042,2150,0037, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW17R,BRKEM,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BAYLR6,RW17R,WAKIR,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR6,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2630,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW25,BRKEM,K2,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW25,WAKIR,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR6,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW34B,BRKEM,K2,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW34B,WAKIR,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR6,RW35B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR6,RW35B,BRKEM,K2,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR6,RW35B,WAKIR,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAYLR6, ,WAKIR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BAYLR6, ,TUULO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BAYLR6, ,HLTON,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAYLR6, ,MTSUI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BAYLR6, ,BAYLR,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAYLR6,HBU,BAYLR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:015,6,BAYLR6,HBU,BOBBA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,BAYLR6,HBU,HBU,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAYLR6,TEHRU,BAYLR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:015,6,BAYLR6,TEHRU,BOBBA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,BAYLR6,TEHRU,TEHRU,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0830,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW08,ROYYL,K2,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW08,TURBN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CHUWY1,RW08,CHICN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CHUWY1,RW08,VELAA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,CHUWY1,RW08,YOKES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW16B,YOKES,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW17B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW17B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW17B,YOKES,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUWY1,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2630,    ,+,05934,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUWY1,RW25,MUGBE,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUWY1,RW25,WAZEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
