SID:010,5,ADNE1C,RW20,DER20,UR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13800, ,   ,    ,   ,URSS,UR,P,A, , , , ;
SID:020,5,ADNE1C,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2020,    ,+,00750,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADNE1C,RW20,SS201,UR,P,C,E   , ,   ,CF, ,ADL,UR,D, ,      ,1866,0139,1870,0120,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADNE1C,RW20,SS202,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,03600,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADNE1C,RW20,NIDEP,UR,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ADNE1C,RW20,ABDES,UR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ADNE1C,RW20,ABUNI,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ADNE1C,RW20,ADNET,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADNE1D,RW24,DER24,UR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13800, ,   ,    ,   ,URSS,UR,P,A, , , , ;
SID:020,5,ADNE1D,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2380,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADNE1D,RW24,NIDEP,UR,P,C,E   , ,   ,CF, ,ADL,UR,D, ,      ,2479,0153,2490,0120,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADNE1D,RW24,ABDES,UR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADNE1D,RW24,ABUNI,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ADNE1D,RW24,ADNET,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADNE1S,RW24,DER24,UR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13800, ,   ,    ,   ,URSS,UR,P,A, , , , ;
SID:020,5,ADNE1S,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2380,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,5,ADNE1S,RW24,ABDES,UR,E,A,E   , ,   ,CF, ,ADL,UR,D, ,      ,2907,0232,3000,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ADNE1S,RW24,ABUNI,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ADNE1S,RW24,ADNET,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADNE1T,RW24,DER24,UR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13800, ,   ,    ,   ,URSS,UR,P,A, , , , ;
SID:020,5,ADNE1T,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2380,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADNE1T,RW24,NIDEP,UR,P,C,E   , ,   ,CF, ,ADL,UR,D, ,      ,2479,0153,2490,0120,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADNE1T,RW24,SS241,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADNE1T,RW24,SS243,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ADNE1T,RW24,ABUNI,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ADNE1T,RW24,ADNET,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADNE1X,RW20,DER20,UR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13800, ,   ,    ,   ,URSS,UR,P,A, , , , ;
SID:020,5,ADNE1X,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2020,    ,+,00750,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADNE1X,RW20,ABDES,UR,E,A,E   ,R,   ,CF, ,ADL,UR,D, ,      ,2907,0232,3060,0220,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADNE1X,RW20,ABUNI,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADNE1X,RW20,ADNET,UR,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
