SID:010,2,ALUD5A,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0810,    ,+,00440,     ,07000, ,   ,    ,   ,CTF,LI,D, , , , , ;
SID:020,2,ALUD5A,RW08,INDAX,LI,E,A,E C , ,   ,CF, ,CTF,LI,D, ,      ,0769,0110,0770,0100,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALUD5A,RW08,D077S,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALUD5A,RW08, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALUD5A,RW08,D117U,LI,P,C,E   ,R,   ,AF, ,CTF,LI,D, ,      ,1170,0210,0770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ALUD5A,RW08,ALUDU,LI,E,A,EEC , ,   ,CF, ,CTF,LI,D, ,      ,1238,0310,1240,0100,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALUD5B,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2610,    ,+,00440,     ,07000, ,   ,    ,   ,CTF,LI,D, , , , , ;
SID:020,2,ALUD5B,RW26,D264J,LI,P,C,EY  , ,   ,CF, ,CTF,LI,D, ,      ,2640,0100,2640,0090,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALUD5B,RW26,CTF,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,2,ALUD5B,RW26,D077S,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ALUD5B,RW26, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ALUD5B,RW26,D117U,LI,P,C,E   ,R,   ,AF, ,CTF,LI,D, ,      ,1170,0210,0770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,ALUD5B,RW26,ALUDU,LI,E,A,EEC , ,   ,CF, ,CTF,LI,D, ,      ,1238,0310,1240,0100,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
