APPCH:010,A,R12,GI101,GI101,FN,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12,GI101,GI104,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R12,GI102,GI102,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12,GI102,GI104,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R12,GI103,GI103,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12,GI103,GI104,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R12, ,GI104,FN,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R12, ,GI105,FN,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1240,0050,+,05230,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R12, ,GI106,FN,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,1240,0050, ,03695,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R12, ,GI107,FN,P,C,EBMH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30,GI107,GI107,FN,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30,GI107,GI110,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30,GI108,GI108,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30,GI108,GI110,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30,GI109,GI109,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30,GI109,GI110,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R30, ,GI110,FN,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R30, ,GI111,FN,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,3040,0050,+,05230,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R30, ,GI112,FN,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,3040,0050, ,03701,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R30, ,GI101,FN,P,C,EBMH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW12 ,     ,      ,03645, ,    , ,   ;S17021427,E015401249,0000;
RWY:RW30 ,     ,      ,03651, ,    , ,   ;S17025840,E015415153,0000;
