RWY:RW09 ,     ,      ,00895, ,    , ,   ;N39554892,W084010086,0000;
RWY:RW10 ,     ,      ,00895, ,    , ,   ;
RWY:RW27 ,     ,      ,00895, ,    , ,   ;N39554928,W084003543,0000;
RWY:RW28 ,     ,      ,00895, ,    , ,   ;
