SID:010,2,BRP2T,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,04930,     ,10010, ,   ,    ,   ,W,UK,P,N, , , , ;
SID:020,2,BRP2T,RW32,W,UK,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BRP2T,RW32,BRP,UK,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOTA7T,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,04930,     ,10010, ,   ,    ,   ,W,UK,P,N, , , , ;
SID:020,2,GOTA7T,RW32,BO,UK,D,B,E   ,R,   ,CF, ,BRP,UK,D, ,      ,3521,0206,0920,0220,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOTA7T,RW32,GOTAP,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAFE1T,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,04930,     ,10010, ,   ,    ,   ,W,UK,P,N, , , , ;
SID:015,2,KAFE1T,RW32, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KAFE1T,RW32,KAFEL,UK,E,A,EEC , ,   ,CF, ,BRP,UK,D, ,      ,2809,0651,2720,0330,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KURO2T,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,04930,     ,10010, ,   ,    ,   ,W,UK,P,N, , , , ;
SID:020,2,KURO2T,RW32,BO,UK,D,B,E   ,R,   ,CF, ,BRP,UK,D, ,      ,3521,0206,0920,0220,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
