SID:010,2,GAFK14,RW14,DER14,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
SID:020,2,GAFK14,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1370,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAFK14,RW14, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,3270,    , ,     ,     ,     ,-,120,    ,   , , , , , , , , ;
SID:040,2,GAFK14,RW14,D357O,LP,P,C,E   , ,   ,CF, ,LIS,LP,D, ,      ,3228,0148,3570,0080,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GAFK14,RW14,D357Z,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GAFK14,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3570,    , ,     ,     ,     ,-,170,    ,   , , , , , , , , ;
SID:070,2,GAFK14,RW14,GAFKA,LP,P,C,EEC ,R,   ,AF, ,SRA,LP,D, ,      ,0168,0281,3570,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAFK32,RW32, , , , ,    , ,   ,CD, ,SRA,LP,D, ,      ,    ,    ,3170,0040, ,     ,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
SID:020,2,GAFK32,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0270,    , ,     ,     ,     ,-,170,    ,   , , , , , , , , ;
SID:030,2,GAFK32,RW32,D357O,LP,P,C,E   , ,   ,CF, ,LIS,LP,D, ,      ,3228,0148,3570,0070,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,GAFK32,RW32,D357Z,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GAFK32,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3570,    , ,     ,     ,     ,-,170,    ,   , , , , , , , , ;
SID:050,2,GAFK32,RW32,GAFKA,LP,P,C,EEC ,R,   ,AF, ,SRA,LP,D, ,      ,0168,0281,3570,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDWI14,RW14,DER14,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
SID:020,2,IDWI14,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1370,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDWI14,RW14,D318C,LP,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     ,-,120,    ,   , , , , , , , , ;
SID:040,2,IDWI14,RW14,D318G,LP,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,IDWI14,RW14, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1920,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:060,2,IDWI14,RW14,IDWIZ,LP,P,C,EEC , ,   ,CF, ,ESP,LP,D, ,      ,3270,0254,1470,0050,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDWI32,RW32, , , , ,    , ,   ,CD, ,SRA,LP,D, ,      ,    ,    ,3170,0030,-,03000,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
SID:030,2,IDWI32,RW32, , , , ,    , ,   ,CD, ,SRA,LP,D, ,      ,    ,    ,3170,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IDWI32,RW32, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1920,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:050,2,IDWI32,RW32,IDWIZ,LP,P,C,EEC , ,   ,CF, ,ESP,LP,D, ,      ,3270,0254,1470,0050,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MOSH14,RW14,DER14,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
SID:020,2,MOSH14,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1370,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MOSH14,RW14,D317C,LP,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     ,-,120,    ,   , , , , , , , , ;
SID:040,2,MOSH14,RW14,D317I,LP,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MOSH14,RW14,MOSHU,LP,P,C,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,2,MOSH32,RW32, , , , ,    , ,   ,CD, ,SRA,LP,D, ,      ,    ,    ,3170,0030,-,03000,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
SID:020,2,MOSH32,RW32, , , , ,    , ,   ,CD, ,SRA,LP,D, ,      ,    ,    ,3170,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MOSH32,RW32,MOSHU,LP,P,C,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,2,NAPZ14,RW14,DER14,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
SID:020,2,NAPZ14,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1370,    ,+,01100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NAPZ14,RW14, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2280,    , ,     ,     ,     ,-,120,    ,   , , , , , , , , ;
SID:040,2,NAPZ14,RW14,D273C,LP,P,C,E   , ,   ,CF, ,LIS,LP,D, ,      ,2553,0118,2730,0020,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NAPZ14,RW14,NAPZA,LP,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NAPZ32,RW32, , , , ,    , ,   ,CD, ,SRA,LP,D, ,      ,    ,    ,3170,0030,-,03000,     ,04000, ,   ,    ,   ,SRA,LP,D, , , , , ;
