SID:030,6,ARVI2D,TERAT,VT106,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ARVI2D,TERAT,VT104,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ARVI2D,TERAT,VT103,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,ARVI2D,TERAT,TERAT,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ARVI2D,USVAG,ARVIR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01800,     ,05000,-,230,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,ARVI2D,USVAG,UMLUR,SB,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARVI2D,USVAG,VT049,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ARVI2D,USVAG,USVAG,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUVI2B,RW06,BUVIM,SB,P,C,EB  , ,010,CF, ,VRI,SB,D, ,      ,0544,0062,0560,0057,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:010,6,BUVI2B,GIDOD,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI2B,GIDOD,GIDOD,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI2B,MABSI,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI2B,MABSI,EGDID,SB,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI2B,MABSI,DADRO,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BUVI2B,MABSI,MABSI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI2B,OPLOX,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI2B,OPLOX,VT038,SB,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI2B,OPLOX,OPLOX,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI2B,TERAT,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI2B,TERAT,VT101,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI2B,TERAT,TERAT,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI2B,USVAG,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI2B,USVAG,VT038,SB,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI2B,USVAG,VT042,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BUVI2B,USVAG,USVAG,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,BUVI2C,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0160,    ,+,00440,     ,05000, ,   ,    ,   ,VRI,SB,D, , , , , ;
SID:010,2,BUVI2C,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0300,    ,+,00600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:020,2,BUVI2C,RW02,BUVIM,SB,P,C,EE  , ,   ,CF, ,VRI,SB,D, ,      ,0544,0062,0540,0050,+,02000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,3,BUVI2C,GIDOD,BUVIM,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,VRI,SB,D, , , , , ;
SID:020,3,BUVI2C,GIDOD,ANGUG,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BUVI2C,GIDOD,GIDOD,SB,E,A,EEC , ,   ,CF, ,VRI,SB,D, ,      ,0446,0406,0440,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BUVI2C,MABSI,BUVIM,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,VRI,SB,D, , , , , ;
SID:020,3,BUVI2C,MABSI,VRI11,SB,P,C,E   ,R,   ,AF, ,VRI,SB,D, ,      ,2265,0062,0540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BUVI2C,MABSI,MABSI,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BUVI2C,OPLOX,BUVIM,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,VRI,SB,D, , , , , ;
SID:020,3,BUVI2C,OPLOX,ANGUG,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BUVI2C,OPLOX,VRI10,SB,P,C,E   ,L,   ,AF, ,VRI,SB,D, ,      ,3235,0100,0540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BUVI2C,OPLOX,OPLOX,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BUVI2C,USVAG,BUVIM,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,VRI,SB,D, , , , , ;
SID:020,3,BUVI2C,USVAG,VRI11,SB,P,C,E   ,R,   ,AF, ,VRI,SB,D, ,      ,2265,0062,0540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BUVI2C,USVAG,VRI12,SB,P,C,E   ,R,   ,AF, ,VRI,SB,D, ,      ,2532,0062,2260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BUVI2C,USVAG,USVAG,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BUVI3A,RW02, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0160,    ,+,00600,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,4,BUVI3A,RW02,BUVIM,SB,P,C,EB  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,6,BUVI3A,GIDOD,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI3A,GIDOD,GIDOD,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI3A,MABSI,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI3A,MABSI,EGDID,SB,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI3A,MABSI,DADRO,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BUVI3A,MABSI,MABSI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI3A,OPLOX,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI3A,OPLOX,VT038,SB,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI3A,OPLOX,OPLOX,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI3A,TERAT,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI3A,TERAT,VT101,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI3A,TERAT,TERAT,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUVI3A,USVAG,BUVIM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000,-,210,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,BUVI3A,USVAG,VT038,SB,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BUVI3A,USVAG,VT042,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BUVI3A,USVAG,USVAG,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0560,    ,+,02700,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,1,OMNI,RW06, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1960,    ,+,02000,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,1,OMNI,RW20, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2360,    ,+,02300,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,1,OMNI,RW24, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2360,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAPO1C,RW20,VAPOK,SB,P,C,EB  , ,010,CF, ,VRI,SB,D, ,      ,1927,0054,1960,0050,+,02000,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:010,6,VAPO1C,GIDOD,VAPOK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,VAPO1C,GIDOD,VT053,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,6,VAPO1C,GIDOD,VT107,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,VAPO1C,GIDOD,GIDOD,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,VAPO1C,MABSI,VAPOK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,VAPO1C,MABSI,MABSI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,VAPO1C,OPLOX,VAPOK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,VAPO1C,OPLOX,VT106,SB,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,VAPO1C,OPLOX,OPLOX,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,VAPO1C,TERAT,VAPOK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,VAPO1C,TERAT,VT106,SB,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,VAPO1C,TERAT,VT104,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,VAPO1C,TERAT,VT103,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,VAPO1C,TERAT,TERAT,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,VAPO1C,USVAG,VAPOK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,05000, ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
SID:020,6,VAPO1C,USVAG,VT049,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,VAPO1C,USVAG,USVAG,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIXO1A,DAGEL,DAGEL,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,4,BIXO1A,DAGEL,UTPIT,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,BIXO1A,DAGEL,VT102,SB,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,BIXO1A,DAGEL,BIXOG,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIXO1A,SATBU,SATBU,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,4,BIXO1A,SATBU,BIXOG,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BIXO1A,RW02,BIXOG,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,5,BIXO1A,RW02,VT041,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BIXO1A,RW02,VT032,SB,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BIXO1A,RW02,NEVPO,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIXO1B,DAGEL,DAGEL,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,4,BIXO1B,DAGEL,UTPIT,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,BIXO1B,DAGEL,BIXOG,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIXO1B,SATBU,SATBU,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,4,BIXO1B,SATBU,BIXOG,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BIXO1B,RW06,BIXOG,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:050,5,BIXO1B,RW06,VT041,SB,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,BIXO1B,RW06,VT032,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KIGO1A,RW02,KIGOK,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,5,KIGO1A,RW02,VT057,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,KIGO1A,RW02,VT043,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,KIGO1A,RW02,VT032,SB,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,KIGO1A,RW02,NEVPO,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KIGO1B,RW06,KIGOK,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,5,KIGO1B,RW06,VT057,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,KIGO1B,RW06,VT043,SB,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,FL060,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,KIGO1B,RW06,VT078,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,KIGO1B,RW06,VT032,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KIGO1C, ,KIGOK,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,5,KIGO1C, ,VT057,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,KIGO1C, ,VT032,SB,P,C,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,KIGO1C, ,VT048,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,KIGO1C, ,VT059,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,KIGO1C,RW20,VT059,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,6,KIGO1C,RW20,BIXOG,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,KIGO1C,RW24,VT059,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,6,KIGO1C,RW24,BIXOG,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MIKE1A,ATOGI,ATOGI,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,4,MIKE1A,ATOGI,MIKEM,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MIKE1A,TODET,TODET,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,4,MIKE1A,TODET,MIKEM,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,MIKE1A,RW02,MIKEM,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,5,MIKE1A,RW02,VT058,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,MIKE1A,RW02,MIMIR,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,MIKE1A,RW02,VT007,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MIKE1B,ATOGI,ATOGI,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
STAR:020,4,MIKE1B,ATOGI,MIKEM,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MIKE1B,TODET,TODET,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBVT,SB,P,A,B, , , ;
