SID:020,2,KEMI3A,RW23,TRI,LD,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01150,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,2,KEMI3A,RW23,DVN,LD,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KEMI3A,RW23,KEMIX,LD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KENE1J,RW23,D228E,LD,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:070,2,KENE1J,RW23,ZDA42,LD,P,C,E   ,R,   ,CF, ,SPL,LD,D, ,      ,2909,0128,3190,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:075,2,KENE1J,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,KENE1J,RW23,KENEM,LD,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KENE1W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,5,KENE1W,RW05,SP800,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1104,0055,1470,0070,B,05500,04000,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,KENE1W,RW05,SP801,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07500,     ,     ,-,185,    ,   , , , , , , , , ;
SID:050,5,KENE1W,RW05,SPL,LD,D, ,V   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL110,05000,     ,-,210,    ,   , , , , , , , , ;
SID:060,5,KENE1W,RW05,SP805,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KENE1W,RW05,KENEM,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENE7G,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,KENE7G,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,KENE7G,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KENE7G,RW05,D097M,LD,P,C,EY  , ,   ,CF, ,SPL,LD,D, ,      ,0972,0130,0970,0100,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KENE7G,RW05, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0070,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,KENE7G,RW05,KENEM,LD,E,A,EEC , ,   ,CF, ,SPL,LD,D, ,      ,0695,0292,0690,0130,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KENE8H,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,KENE8H,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,KENE8H,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,1070,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KENE8H,RW05,SPL,LD,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KENE8H,RW05,D069O,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,KENE8H,RW05,KENEM,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ORAK1W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,5,ORAK1W,RW05,SP800,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1104,0055,1470,0070,B,05500,04000,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,ORAK1W,RW05,SP801,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07500,     ,     ,-,185,    ,   , , , , , , , , ;
SID:050,5,ORAK1W,RW05,ORAKA,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ORAK5C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,ORAK5C,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,ORAK5C,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,1070,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,ORAK5C,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ORAK5C,RW05,ORAKA,LD,E,A,EEC , ,   ,CF, ,SPL,LD,D, ,      ,1413,0698,1410,0610, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ORAK7D,RW23,TRI,LD,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01150,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,2,ORAK7D,RW23,DVN,LD,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,ORAK7D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ORAK7D,RW23,D115D,LD,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ORAK7D,RW23,D141G,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1410,0074,1010,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ORAK7D,RW23,ORAKA,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,REMP1V,RW23,DVN,LD,D,B,E   , ,   ,CF, ,SPL,LD,D, ,      ,2430,0077,2270,0080,+,03000,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,5,REMP1V,RW23,SP901,LD,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,REMP1V,RW23,SP902,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,REMP1V,RW23,SP903,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,REMP1V,RW23,REMPI,LQ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,REMP1W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,5,REMP1W,RW05,SP800,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1104,0055,1470,0070,B,05500,04000,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,REMP1W,RW05,SP801,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07500,     ,     ,-,185,    ,   , , , , , , , , ;
SID:050,5,REMP1W,RW05,SPL,LD,D, ,V   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL110,05000,     ,-,210,    ,   , , , , , , , , ;
SID:060,5,REMP1W,RW05,SP805,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,REMP1W,RW05,REMPI,LQ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,REMP2C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,REMP2C,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,REMP2C,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,1070,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,REMP2C,RW05,SPL,LD,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,REMP2C,RW05,D053L,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,REMP2C,RW05,REMPI,LQ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,REMP4D,RW23,D228E,LD,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:070,2,REMP4D,RW23,ZDA42,LD,P,C,E   ,R,   ,CF, ,SPL,LD,D, ,      ,2909,0128,3190,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:075,2,REMP4D,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,REMP4D,RW23,REMPI,LQ,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RILI3E,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,RILI3E,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,RILI3E,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,1070,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RILI3E,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,RILI3E,RW05,RILIM,LD,E,A,EEC , ,   ,CF, ,SPL,LD,D, ,      ,1518,0551,1520,0450, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,RILI5F,RW23,TRI,LD,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01150,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,2,RILI5F,RW23,DVN,LD,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,RILI5F,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RILI5F,RW23,D115D,LD,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RILI5F,RW23,D152F,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1520,0061,1010,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,RILI5F,RW23,RILIM,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,SIPA1W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,5,SIPA1W,RW05,SP800,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1104,0055,1470,0070,B,05500,04000,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,SIPA1W,RW05,SP801,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07500,     ,     ,-,185,    ,   , , , , , , , , ;
SID:050,5,SIPA1W,RW05,SPL,LD,D, ,V   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL110,05000,     ,-,210,    ,   , , , , , , , , ;
SID:060,5,SIPA1W,RW05,SP805,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SIPA1W,RW05,SIPAL,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SIPA5E,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,SIPA5E,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,SIPA5E,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,1070,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SIPA5E,RW05,BAMRO,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1184,0160,1180,0110,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SIPA5E,RW05,SIPAL,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,SIPA7D,RW23,TRI,LD,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01150,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,2,SIPA7D,RW23,DVN,LD,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,SIPA7D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SIPA7D,RW23,D115D,LD,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SIPA7D,RW23,BAMRO,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1184,0160,1010,0170,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,SIPA7D,RW23,SIPAL,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SIRM1V,RW23,DVN,LD,D,B,E   , ,   ,CF, ,SPL,LD,D, ,      ,2430,0077,2270,0080,+,03000,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,5,SIRM1V,RW23,SP901,LD,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,SIRM1V,RW23,SP902,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SIRM1V,RW23,SP905,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SIRM1V,RW23,SIRMI,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,SIRM1W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,5,SIRM1W,RW05,SP800,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1104,0055,1470,0070,B,05500,04000,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,SIRM1W,RW05,SP801,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07500,     ,     ,-,185,    ,   , , , , , , , , ;
SID:050,5,SIRM1W,RW05,SPL,LD,D, ,V   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL110,05000,     ,-,210,    ,   , , , , , , , , ;
SID:060,5,SIRM1W,RW05,SP803,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SIRM1W,RW05,SIRMI,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SIRM2E,RW23,D228E,LD,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:060,2,SIRM2E,RW23,ZDA42,LD,P,C,E   ,R,   ,CF, ,SPL,LD,D, ,      ,2909,0128,3190,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,2,SIRM2E,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,SIRM2E,RW23,SIRMI,LD,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SIRM8D,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,SIRM8D,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,SIRM8D,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,1070,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SIRM8D,RW05,SPL,LD,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SIRM8D,RW05,D356O,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,SIRM8D,RW05,SIRMI,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,SPL2D,RW23,D228E,LD,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,2,SPL2D,RW23,ZDA42,LD,P,C,EY  ,R,   ,CF, ,SPL,LD,D, ,      ,2909,0128,3190,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SPL2D,RW23,SPL,LD,D, ,VE  ,R,   ,CF,Y,SPL,LD,D, ,      ,0000,0000,1310,0110, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:010,5,TORP1V,RW23,DVN,LD,D,B,E   , ,   ,CF, ,SPL,LD,D, ,      ,2430,0077,2270,0080,+,03000,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,5,TORP1V,RW23,TORPO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,TORP1W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:030,5,TORP1W,RW05,SP800,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1104,0055,1470,0070,B,05500,04000,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,TORP1W,RW05,SP802,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TORP1W,RW05,TORPO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TORP7D,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,2,TORP7D,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,0470,    ,1470,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,TORP7D,RW05, , , , ,    , ,   ,CR, ,SPL,LD,D, ,      ,1070,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TORP7D,RW05,SPL,LD,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,TORP7D,RW05,ROGOV,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,TORP7D,RW05,TORPO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TORP8E,RW23,D228E,LD,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:050,2,TORP8E,RW23,ZDA42,LD,P,C,E   ,R,   ,CF, ,SPL,LD,D, ,      ,2909,0128,3190,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,2,TORP8E,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,TORP8E,RW23,TORPO,LI,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,UNIP1G,RW23,D228E,LD,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:050,2,UNIP1G,RW23,ZDA42,LD,P,C,E   ,R,   ,CF, ,SPL,LD,D, ,      ,2909,0128,3190,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,UNIP1G,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,UNIP1G,RW23,UNIPA,LD,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UNIP1V,RW23,DVN,LD,D,B,E   , ,   ,CF, ,SPL,LD,D, ,      ,2430,0077,2270,0080,+,03000,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
SID:020,5,UNIP1V,RW23,SP901,LD,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,UNIP1V,RW23,SP902,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,UNIP1V,RW23,SP904,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,UNIP1V,RW23,UNIPA,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,UNIP1W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0590,    ,+,00480,     ,10000, ,   ,    ,   ,SPL,LD,D, , , , , ;
