SID:010,5,DELE2A,RW01,KF218,BI,P,C,E   , ,   ,CF, ,KFV,BI,D, ,      ,0150,0049,0120,0043, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,DELE2A,RW01,KF267,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DELE2A,RW01,DELES,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DELE2C,RW19,KF285,BI,P,C,E   , ,   ,CF, ,KFV,BI,D, ,      ,1893,0054,1920,0043, ,     ,     ,07000,-,220,    ,   , , , , , , , , ;
SID:020,5,DELE2C,RW19,DELES,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DELE3B,RW10,KF272,BI,P,C,E   , ,   ,CF, ,KFV,BI,D, ,      ,1005,0049,1020,0043, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,DELE3B,RW10,KF273,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DELE3B,RW10,KF445,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,5,DELE3B,RW10,KF449,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DELE3B,RW10,DELES,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DELE3D,RW28,KF255,BI,P,C,E   , ,   ,CF, ,KFV,BI,D, ,      ,2838,0043,2820,0032, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,DELE3D,RW28,DELES,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LUTE2A,RW01,KF218,BI,P,C,E   , ,   ,CF, ,KFV,BI,D, ,      ,0150,0049,0120,0043, ,     ,     ,07000,-,210,    ,   , , , , , , , , ;
SID:020,5,LUTE2A,RW01,KF211,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LUTE2A,RW01,KF419,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LUTE2A,RW01,KF433,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LUTE2A,RW01,KF234,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LUTE2A,RW01,LUTER,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LUTE2B,RW10,KF272,BI,P,C,E   , ,   ,CF, ,KFV,BI,D, ,      ,1005,0049,1020,0043, ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,5,LUTE2B,RW10,KF452,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LUTE2B,RW10,LUTER,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,LUTE3C,RW19,DER19,BI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:010,5,LUTE3C,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,LUTE3C,RW19,KF244,BI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,5,LUTE3C,RW19,KF462,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
