RWY:RW04 ,     ,      ,03820, ,    , ,   ;N48175498,W112145670,0000;
RWY:RW07 ,     ,      ,03820, ,    , ,   ;N48180084,W112152318,0000;
RWY:RW10 ,     ,      ,03826, ,    , ,   ;N48180699,W112152221,0000;
RWY:RW22 ,     ,      ,03820, ,    , ,   ;N48180748,W112142957,0000;
RWY:RW25 ,     ,      ,03820, ,    , ,   ;N48175985,W112143771,0000;
RWY:RW28 ,     ,      ,03826, ,    , ,   ;N48175464,W112145653,0000;
