SID:010,1,CATH1,RW13B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1300,    ,+,00880,     ,18000, ,   ,    ,   ,TRM,K2,D, ,A, , , ;
SID:020,1,CATH1,RW13B, , , , ,    , ,   ,VR, ,PSP,K2,D, ,      ,1760,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CATH1,RW13B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,CATH1,RW13B,EMRUD,K2,P,C,EY  , ,   ,CF, ,PSP,K2,D, ,      ,1040,0100,1040,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,CATH1,RW13B,PSP,K2,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CATH1,RW31B, , , , ,    , ,   ,VR, ,PSP,K2,D, ,      ,2680,    ,3100,    , ,     ,     ,18000, ,   ,    ,   ,TRM,K2,D, ,A, , , ;
SID:020,1,CATH1,RW31B,PSP,K2,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CATH1,RW31B,EMRUD,K2,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,CATH1,RW31B,PSP,K2,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HWRRD1,RW31B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3100,    ,+,00977,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,4,HWRRD1,RW31B,FYTNN,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,230,    ,   , , , , , , , , ;
SID:010,5,HWRRD1, ,FYTNN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,18000,-,230,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,5,HWRRD1, ,EYRSH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HWRRD1, ,HWRRD,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HWRRD1,BLH,HWRRD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,6,HWRRD1,BLH,EMRUD,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HWRRD1,BLH,TEEGE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,HWRRD1,BLH,BLH,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HWRRD1,EED,HWRRD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,6,HWRRD1,EED,MYKUL,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HWRRD1,EED,FUSBL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,HWRRD1,EED,DWGHT,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,HWRRD1,EED,EMPRR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,HWRRD1,EED,EED,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HWRRD1,FUSBL,HWRRD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,6,HWRRD1,FUSBL,MYKUL,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HWRRD1,FUSBL,FUSBL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HWRRD1,TRM,HWRRD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,6,HWRRD1,TRM,EMRUD,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HWRRD1,TRM,TRM,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HWRRD1,ZELMA,HWRRD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,6,HWRRD1,ZELMA,MYKUL,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HWRRD1,ZELMA,FUSBL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,HWRRD1,ZELMA,PELLU,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,HWRRD1,ZELMA,JOTNU,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,HWRRD1,ZELMA,ZELMA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,IKONE1,RW13B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1300,    ,+,00977,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,4,IKONE1,RW13B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IKONE1, ,MYKUL,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,5,IKONE1, ,IKONE,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IKONE1,EED,IKONE,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:030,6,IKONE1,EED,FUSBL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,IKONE1,EED,DWGHT,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,IKONE1,EED,EMPRR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,IKONE1,EED,EED,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IKONE1,FUSBL,IKONE,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:030,6,IKONE1,FUSBL,FUSBL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IKONE1,ZELMA,IKONE,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:030,6,IKONE1,ZELMA,FUSBL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,IKONE1,ZELMA,PELLU,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,IKONE1,ZELMA,JOTNU,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,IKONE1,ZELMA,ZELMA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JEEON1,RW13B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1300,    ,+,00977,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,4,JEEON1,RW13B,KAIMI,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,JEEON1, ,KAIMI,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,5,JEEON1, ,JEEON,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JEEON1,BLH,JEEON,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:015,6,JEEON1,BLH,TEEGE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,JEEON1,BLH,BLH,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JEEON1,TRM,JEEON,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,6,JEEON1,TRM,TRM,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,LGANN1,RW13L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1300,    ,+,00977,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,4,LGANN1,RW13L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,LGANN1,RW13L,YUCCA,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,LGANN1,RW13R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1300,    ,+,00977,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,4,LGANN1,RW13R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,LGANN1,RW13R,YUCCA,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LGANN1, ,YUCCA,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,5,LGANN1, ,LGANN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,LGANN1,PMD,LGANN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KPSP,K2,P,A, , , , ;
SID:020,6,LGANN1,PMD,SOGGI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,LGANN1,PMD,APLES,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,LGANN1,PMD,PMD,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
