SID:010,5,BDM1G,RW13, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1320,    ,+,01500,     ,11000, ,   ,    ,   ,WAGI,WA,P,A, , , , ;
SID:020,5,BDM1G,RW13,OVRAB,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BDM1G,RW13,GUVEL,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BDM1G,RW13,BUTNU,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BDM1G,RW13,BDM,WA,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BDM1H,RW31, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3120,    ,+,01500,     ,11000, ,   ,    ,   ,WAGI,WA,P,A, , , , ;
SID:020,5,BDM1H,RW31,URKOB,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BDM1H,RW31,DUGEK,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BDM1H,RW31,PORIB,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BDM1H,RW31,BUTNU,WA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BDM1H,RW31,BDM,WA,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUTN1A,RW13, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1320,    ,+,01500,     ,11000, ,   ,    ,   ,WAGI,WA,P,A, , , , ;
SID:020,5,BUTN1A,RW13,OVRAB,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUTN1A,RW13,GUVEL,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUTN1A,RW13,BUTNU,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUTN1B,RW31, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3120,    ,+,01500,     ,11000, ,   ,    ,   ,WAGI,WA,P,A, , , , ;
SID:020,5,BUTN1B,RW31,URKOB,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUTN1B,RW31,DUGEK,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUTN1B,RW31,PORIB,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUTN1B,RW31,BUTNU,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IKAP1B,RW31, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3110,    ,+,01500,     ,11000, ,   ,    ,   ,PKN,WA,D, ,B, , , ;
SID:020,2,IKAP1B,RW31,PKN,WA,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
