SID:010,5,GEVI2A,RW13, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1280,    ,+,01400,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GEVI2A,RW13,GEVIL,OO,P,C,EE  , ,010,CF, ,IZK,OO,D, ,      ,1678,0541,1020,0830,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GEVI4A,RW31, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3080,    ,+,01200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GEVI4A,RW31,FDS02,OO,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,B,06000,04200,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GEVI4A,RW31,FDS03,OO,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GEVI4A,RW31,FDS32,OO,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,11800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GEVI4A,RW31,GEVIL,OO,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LABS1A,RW31, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3080,    ,+,01200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,LABS1A,RW31,LABSA,OO,E,A,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,10700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOGO2A,RW31, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3080,    ,+,01200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MOGO2A,RW31,FD310,OO,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOGO2A,RW31,FDS31,OO,P,C,EY  ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MOGO2A,RW31,MOGOK,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,11200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOGO3A,RW13, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1280,    ,+,01400,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MOGO3A,RW13,MOGOK,OO,E,A,EE  , ,010,CF, ,IZK,OO,D, ,      ,2225,0853,1590,0300,B,11000,07200,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NALK2A,RW31, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3080,    ,+,01200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,NALK2A,RW31,FDS02,OO,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,B,06000,04200,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NALK2A,RW31,NALKI,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,11000,09500,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NALK3A,RW13, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1280,    ,+,01400,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,NALK3A,RW13,FDS12,OO,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,04800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NALK3A,RW13,NALKI,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,11000,09600,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TOPS2A,RW13, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1280,    ,+,01400,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,TOPS2A,RW13,FDS11,OO,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TOPS2A,RW13,TOPSO,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,06700,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TOPS3A,RW31, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3080,    ,+,01200,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,TOPS3A,RW31,FD310,OO,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TOPS3A,RW31,TOPSO,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DEMK1A,RW13,DEMKI,OO,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,15000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,DEMK1A,RW13,FD133,OO,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
