SID:010,1,HIFIL9,RW16L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1590,    ,+,01690,     ,18000, ,   ,    ,   ,RZC,K4,D, , , , , ;
SID:020,1,HIFIL9,RW16L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,HIFIL9,RW34R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3390,    ,+,01800,     ,18000, ,   ,    ,   ,RZC,K4,D, , , , , ;
SID:020,1,HIFIL9,RW34R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I16L,RZC,RZC,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I16L,RZC,HUNTO,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I16L,RZC,HUNTO,K4,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1590,T010,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I16L, ,HUNTO,K4,P,C,E  I, ,   ,IF, ,IXNA,K4,P,I,      ,3387,0128,    ,    ,J,03400,03000,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I16L, ,JADIR,K4,P,C,E  F, ,   ,CF, ,IXNA,K4,P,I,      ,3387,0068,1590,0060,H,03000,03000,     , ,   ,-300,   ,RZC,K4,D, , ,0,D,S;
APPCH:030,I,I16L, ,RW16L,K4,P,G,G  M, ,   ,CF, ,IXNA,K4,P,I,      ,3387,0016,1590,0052, ,01344,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I16L, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1590,    ,+,01800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I16L, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I16L, ,LNDSY,K4,P,C,E   , ,   ,CF, ,RZC,K4,D, ,      ,2041,0103,2040,0060,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I16L, ,LNDSY,K4,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0240,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I34R,LNDSY,LNDSY,K4,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,3390,T010,+,03400,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I34R,WARAR,WARAR,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I34R,WARAR,LNDSY,K4,P,C,EE B, ,   ,CF, ,IFBS,K4,P,I,      ,1587,0129,3390,0064,+,03400,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I34R, ,LNDSY,K4,P,C,E  I, ,   ,IF, ,IFBS,K4,P,I,      ,1587,0129,    ,    ,J,03400,03000,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I34R, ,ROGEY,K4,P,C,E  F, ,   ,CF, ,IFBS,K4,P,I,      ,1587,0069,3390,0060,H,03000,03000,     , ,   ,-300,   ,RZC,K4,D, , ,0,N,S;
APPCH:030,I,I34R, ,RW34R,K4,P,G,G  M, ,   ,CF, ,IFBS,K4,P,I,      ,1587,0016,3390,0053, ,01323,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I34R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3390,    ,+,01800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I34R, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1630,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I34R, ,LNDSY,K4,P,C,E   , ,   ,CF, ,RZC,K4,D, ,      ,2041,0103,2040,0050,+,03400,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I34R, ,LNDSY,K4,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,3390,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R16L,HUNTO,HUNTO,K4,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1590,0040,+,03400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R16L, ,HUNTO,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R16L, ,JADIR,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1590,0060,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R16L, ,SEYOD,K4,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1590,0027,+,02140,     ,     , ,   ,-300,   , , , , , ,A,J,S;
