SID:010,5,BAVE5E,RW24,IB600,LE,P,C,E   , ,   ,CF, ,IBA,LE,D, ,      ,2434,0059,2420,0060,+,02100,     ,06000,-,210,    ,   , , , , , , , , ;
SID:020,5,BAVE5E,RW24,IB605,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BAVE5E,RW24,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAVE5R,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0610,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:030,5,BAVE5R,RW06,IB500,LE,P,C,E   , ,   ,CF, ,IBA,LE,D, ,      ,0727,0086,0750,0070,+,02500,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,BAVE5R,RW06,IB510,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BAVE5R,RW06,IB511,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,BAVE5R,RW06,IB512,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BAVE5R,RW06,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPAM4E,RW24,IB600,LE,P,C,E   , ,   ,CF, ,IBA,LE,D, ,      ,2434,0059,2420,0060,+,02100,     ,06000,-,210,    ,   , , , , , , , , ;
SID:020,5,EPAM4E,RW24,IB601,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,EPAM4E,RW24,EPAMA,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPAM4F,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0610,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
