APPCH:010,A,D31,YRT,YRT,CY,D, ,VE A,L,   ,PI, ,YRT,CY,D, ,      ,0000,0000,179T,0100,+,01300,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D31, ,JIMOL,CY,P,C,E  I, ,   ,IF, ,YRT,CY,D, ,      ,1341,0100,    ,    ,+,01300,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D31, ,IRDIL,CY,P,C,E  F, ,   ,CF, ,YRT,CY,D, ,      ,1341,0040,314T,0060,+,01200,     ,     , ,   ,    ,   ,YRT,CY,D, , ,0, ,S;
APPCH:030,D,D31, ,RW31,CY,P,G,G  M, ,   ,CF, ,YRT,CY,D, ,      ,1379,0007,314T,0033, ,00146,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D31, ,YRT,CY,D, ,VYM , ,   ,CF, ,YRT,CY,D, ,      ,0000,0000,314T,0007, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D31, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,314T,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D31, ,YRT,CY,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D31, ,YRT,CY,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,314T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,R13,PIGBU,PIGBU,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,PIGBU,ONDOS,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13,USBAB,USBAB,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,USBAB,ONDOS,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13, ,ONDOS,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13, ,URPOX,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,129T,0060,+,01500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R13, ,XUKMI,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,129T,0031,+,00520,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R13, ,RW13,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,129T,0012, ,00137,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13, ,NOXAX,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13, ,NOXAX,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,129T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,OVESA,OVESA,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,OVESA,TIGEP,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,SEGIK,SEGIK,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,SEGIK,TIGEP,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R31, ,TIGEP,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R31, ,UDPEP,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,309T,0060,+,01500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R31, ,RW31,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,309T,0043, ,00146,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R31, ,VOGOM,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R31, ,VOGOM,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,309T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
