APPCH:010,A,I05,BEUKE,BEUKE,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I05,BEUKE,BEUKE,K5,P,C,EE H,L,   ,HF, , , , , ,      ,    ,    ,0460,0050,+,03000,     ,     ,-,230,    ,   , , , , , ,0,N,S;
APPCH:010,A,I05,CANDO,CANDO,K5,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I05,CANDO,D235O,K5,P,C,E   ,L,   ,AF, ,GUS,K5,D, ,      ,2350,0150,3130,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I05,CANDO, , , , , E  , ,   ,VI, ,IGUS,K5,P,I,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I05, ,BEUKE,K5,P,C,E  I, ,   ,IF, ,IGUS,K5,P,I,      ,2264,0166,    ,    ,J,03000,02500,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I05, ,AVCOB,K5,P,C,E  F, ,   ,CF, ,IGUS,K5,P,I,      ,2264,0087,0460,0079,H,02500,02500,     , ,   ,-250,   ,GUS,K5,D, ,B,0,N,S;
APPCH:030,I,I05, ,RW05,K5,P,G,G  M, ,   ,CF, ,IGUS,K5,P,I,      ,2264,0025,0460,0062, ,00859,     ,     , ,   ,-250,   , , , , , ,0,N,S;
APPCH:040,I,I05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,01220,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I05, ,RICHI,K5,P,C,E   , ,   ,CF, ,GUS,K5,D, ,      ,0410,0150,0410,0150,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I05, ,RICHI,K5,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2210,0050,-,06000,     ,     ,-,230,    ,   , , , , , ,0,N,S;
APPCH:010,A,I23,CANDO,CANDO,K5,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I23,CANDO,D038O,K5,P,C,E   ,R,   ,AF, ,GUS,K5,D, ,      ,0380,0150,3130,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I23,CANDO, , , , , E  , ,   ,VI, ,IRSM,K5,P,I,      ,    ,    ,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I23,OLCER,OLCER,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I23,OLCER,OLCER,K5,P,C,EE H,L,   ,HF, , , , , ,      ,    ,    ,2260,0050,+,03000,     ,     ,-,230,    ,   , , , , , ,0,N,S;
APPCH:010,I,I23, ,OLCER,K5,P,C,E  I, ,   ,IF, ,IRSM,K5,P,I,      ,0464,0162,    ,    ,J,03000,02500,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I23, ,GOETH,K5,P,C,E  F, ,   ,CF, ,IRSM,K5,P,I,      ,0464,0085,2260,0076,H,02500,02500,     , ,   ,-250,   ,GUS,K5,D, ,B,0,N,S;
APPCH:030,I,I23, ,RW23,K5,P,G,G  M, ,   ,CF, ,IRSM,K5,P,I,      ,0464,0023,2260,0062, ,00849,     ,     , ,   ,-250,   , , , , , ,0,N,S;
APPCH:040,I,I23, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,01220,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I23, ,BURLI,K5,P,C,E   , ,   ,CF, ,GUS,K5,D, ,      ,2320,0150,2320,0150,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I23, ,BURLI,K5,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0520,0050,-,06000,     ,     ,-,230,    ,   , , , , , ,0,N,S;
APPCH:010,A,R05,GILDY,GILDY,K5,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,GILDY,JOVON,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
