SID:010,5,ALUD5D,RW28L,RW10R,LI,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,ALUD5D,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2610,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALUD5D,RW28L,CZ606,LI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ALUD5D,RW28L,CZ607,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALUD5D,RW28L,ALUDU,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALUD5G,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,00600,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,ALUD5G,RW28L,ZICOH,LI,E,A,E   , ,   ,CF, ,SIG,LI,D, ,      ,2817,0106,2860,0070,+,02300,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ALUD5G,RW28L,PELZA,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,ALUD5G,RW28L,TISGU,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALUD5G,RW28L,LUZEM,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALUD5G,RW28L,ALUDU,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALUD5L,RW10R,SIG,LI,D, ,V   , ,   ,CF, ,SIG,LI,D, ,      ,0000,0000,0940,0020, ,     ,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:030,2,ALUD5L,RW10R,CZ006,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,ALUD5L,RW10R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALUD5L,RW10R,CZ007,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1079,0210,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,ALUD5L,RW10R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALUD5L,RW10R,ALUDU,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,1133,0326,1130,0100,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALUD5M,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01500,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,ALUD5M,RW28L,SIG,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,ALUD5M,RW28L,CZ006,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,ALUD5M,RW28L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALUD5M,RW28L,CZ007,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1079,0210,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,2,ALUD5M,RW28L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ALUD5M,RW28L,ALUDU,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,1133,0326,1130,0100,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALUD5N,RW10R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0950,    ,+,00500,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,ALUD5N,RW10R,CZ600,LI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALUD5N,RW10R,ALUDU,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALUD5T,RW10R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,00480,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,ALUD5T,RW10R,SUVAP,LI,P,C,EY  , ,   ,CF, ,SIG,LI,D, ,      ,0980,0130,0980,0140,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALUD5T,RW10R,ALUDU,LI,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALUD5U,RW28L,OSDIG,LI,P,C,EY  , ,   ,CF, ,SIG,LI,D, ,      ,2760,0150,2760,0120,+,04000,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,ALUD5U,RW28L,ALUDU,LI,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIBR5D,RW28L,RW10R,LI,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,LIBR5D,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2610,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LIBR5D,RW28L,CZ001,LI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,LIBR5D,RW28L,PELZA,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LIBR5D,RW28L,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIBR5E,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,00600,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,LIBR5E,RW28L,ZICOH,LI,E,A,E   , ,   ,CF, ,SIG,LI,D, ,      ,2817,0106,2860,0070,+,03400,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,LIBR5E,RW28L,PELZA,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,LIBR5E,RW28L,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIBR5T,RW10R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0950,    ,+,00500,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,LIBR5T,RW10R,CZ600,LI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LIBR5T,RW10R,CZ602,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,LIBR5T,RW10R,CZ603,LI,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LIBR5T,RW10R,GIFAN,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LIBR5T,RW10R,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIBR6E,RW28R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,00600,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,B, , , ;
SID:020,5,LIBR6E,RW28R,ZICOH,LI,E,A,E   , ,   ,CF, ,SIG,LI,D, ,      ,2817,0106,2840,0070,+,03400,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,LIBR6E,RW28R,PELZA,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,LIBR6E,RW28R,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIBR6T,RW10R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,00480,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,LIBR6T,RW10R,SUVAP,LI,P,C,EY  , ,   ,CF, ,SIG,LI,D, ,      ,0980,0130,0980,0140,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIBR6T,RW10R,OSDIG,LI,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LIBR6T,RW10R,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIBR6U,RW28L,OSDIG,LI,P,C,EY  , ,   ,CF, ,SIG,LI,D, ,      ,2760,0150,2760,0120,+,04000,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,LIBR6U,RW28L,LIBRO,LI,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIBR7L,RW10R,SIG,LI,D, ,V   , ,   ,CF, ,SIG,LI,D, ,      ,0000,0000,0940,0020, ,     ,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,LIBR7L,RW10R,CZ002,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIBR7L,RW10R,SIG,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
