SID:040,2,LIBR7L,RW10R,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIBR7M,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01500,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:015,2,LIBR7M,RW28L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3240,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:020,2,LIBR7M,RW28L,LIBRO,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,2964,0277,2960,0190,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,LIBR8W,RW10R,SIG,LI,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,LIBR8W,RW10R,D095E,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIBR8W,RW10R,SIG,LI,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,LIBR8W,RW10R,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIBR8X,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01500,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:030,2,LIBR8X,RW28L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3240,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,LIBR8X,RW28L,LIBRO,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,2964,0277,2960,0200,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,LIBR9W,RW10L,SIG,LI,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SIG,LI,D, ,B, , , ;
SID:020,2,LIBR9W,RW10L,D095E,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIBR9W,RW10L,SIG,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,LIBR9W,RW10L,LIBRO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIBR9X,RW28R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01500,     ,07000, ,   ,    ,   ,SIG,LI,D, ,B, , , ;
SID:030,2,LIBR9X,RW28R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3240,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,LIBR9X,RW28R,LIBRO,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,2964,0277,2950,0170,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NELD5G,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,00600,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,NELD5G,RW28L,CZ605,LI,P,C,E   , ,   ,CF, ,SIG,LI,D, ,      ,2349,0244,2220,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NELD5G,RW28L,NELDA,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NELD5N,RW10R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0950,    ,+,00500,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,NELD5N,RW10R,CZ600,LI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NELD5N,RW10R,CZ602,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,NELD5N,RW10R,CZ604,LI,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NELD5N,RW10R,NELDA,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NELD6T,RW10R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,00480,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,NELD6T,RW10R,SUVAP,LI,P,C,EY  , ,   ,CF, ,SIG,LI,D, ,      ,0980,0130,0980,0140,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NELD6T,RW10R,NELDA,LI,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NELD6U,RW28L,OSDIG,LI,P,C,EY  , ,   ,CF, ,SIG,LI,D, ,      ,2760,0150,2760,0120,+,04000,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,NELD6U,RW28L,NELDA,LI,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,NELD6V,RW10R,D096J,LI,P,C,E   , ,   ,CF, ,NSY,LI,D, ,      ,0960,0100,0960,0090,+,03000,     ,07000, ,   ,    ,   ,NSY,LI,D, , , , , ;
SID:030,2,NELD6V,RW10R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NELD6V,RW10R,D130K,LI,P,C,E   ,R,   ,AF, ,NSY,LI,D, ,      ,1300,0110,0960,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NELD6V,RW10R,D166K,LI,P,C,E   ,R,   ,AF, ,NSY,LI,D, ,      ,1660,0110,1300,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NELD6V,RW10R,D202K,LI,P,C,E   ,R,   ,AF, ,NSY,LI,D, ,      ,2020,0110,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,NELD6V,RW10R,NELDA,LI,E,A,EE  , ,   ,CF, ,NSY,LI,D, ,      ,2154,0410,2140,0280,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NELD6Z,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,00480,     ,07000, ,   ,    ,   ,NSY,LI,D, , , , , ;
SID:020,2,NELD6Z,RW28L,D279D,LI,P,C,EY  , ,   ,CF, ,NSY,LI,D, ,      ,2790,0040,2790,0020,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NELD6Z,RW28L,D249F,LI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NELD6Z,RW28L,D249L,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NELD6Z,RW28L,D221Q,LI,P,C,E   , ,   ,CF, ,SIG,LI,D, ,      ,2270,0182,1660,0070,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NELD6Z,RW28L,D214R,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,NELD6Z,RW28L,NELDA,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NELD7L,RW10R,SIG,LI,D, ,V   , ,   ,CF, ,SIG,LI,D, ,      ,0000,0000,0940,0020, ,     ,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,NELD7L,RW10R,CZ002,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,NELD7L,RW10R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NELD7L,RW10R,CZ008,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1395,0080,0950,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NELD7L,RW10R,CZ009,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1795,0080,1390,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NELD7L,RW10R,CZ010,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,2075,0080,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NELD7L,RW10R,NELDA,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,2182,0423,2180,0340,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NELD7M,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01500,     ,07000, ,   ,    ,   ,SIG,LI,D, ,A, , , ;
SID:020,2,NELD7M,RW28L,SIG,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,NELD7M,RW28L,CZ002,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,NELD7M,RW28L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NELD7M,RW28L,CZ008,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1395,0080,0950,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NELD7M,RW28L,CZ009,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1795,0080,1390,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NELD7M,RW28L,CZ010,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,2075,0080,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,NELD7M,RW28L,NELDA,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,2182,0423,2180,0340,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NELD8W,RW10R,SIG,LI,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SIG,LI,D,B, , , , ;
SID:020,2,NELD8W,RW10R,D095E,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NELD8W,RW10R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NELD8W,RW10R,D139H,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1389,0080,0950,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NELD8W,RW10R,D179H,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1788,0080,1390,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NELD8W,RW10R,D207H,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,2068,0080,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,NELD8W,RW10R,NELDA,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,2182,0423,2180,0320,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NELD8X,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01500,     ,07000, ,   ,    ,   ,SIG,LI,D,B, , , , ;
SID:020,2,NELD8X,RW28L,SIG,LI,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,NELD8X,RW28L,D095E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NELD8X,RW28L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NELD8X,RW28L,D139H,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1389,0080,0950,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NELD8X,RW28L,D179H,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,1788,0080,1390,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,NELD8X,RW28L,D207H,LI,P,C,E   ,R,   ,AF, ,SIG,LI,D, ,      ,2068,0080,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,NELD8X,RW28L,NELDA,LI,E,A,EE  , ,   ,CF, ,SIG,LI,D, ,      ,2182,0423,2180,0320,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PEKO5D,RW28L,RW10R,LI,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,PEKO5D,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2610,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PEKO5D,RW28L,CZ001,LI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,PEKO5D,RW28L,LUZEM,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PEKO5D,RW28L,IBLIG,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PEKO5D,RW28L,PEKOD,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PEKO5E,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,00600,     ,07000, ,   ,    ,   ,LICZ,LI,P,A,A, , , ;
SID:020,5,PEKO5E,RW28L,ZICOH,LI,E,A,E   , ,   ,CF, ,SIG,LI,D, ,      ,2817,0106,2860,0070,+,02300,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,PEKO5E,RW28L,PELZA,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,PEKO5E,RW28L,TISGU,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PEKO5E,RW28L,IBLIG,LI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PEKO5E,RW28L,PEKOD,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
