SID:010,4,JELIE1,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1070,    ,+,00540,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JELIE1,RW11,JELIE,PH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,03000,02300,     ,-,230,    ,   , , , , , , , , ;
SID:010,4,JELIE1,RW22L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2240,    ,+,00530,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JELIE1,RW22L,JELIE,PH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,03000,02300,     ,-,230,    ,   , , , , , , , , ;
SID:010,6,JELIE1,APACK,JELIE,PH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,03000,02300,18000,-,230,    ,   , , , , , , , , ;
SID:020,6,JELIE1,APACK,MANOH,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JELIE1,APACK,PALAY,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JELIE1,APACK,HUMUU,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,JELIE1,APACK,MAGGI,P,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,JELIE1,APACK,SERYU,P,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,JELIE1,APACK,TOADS,P,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,6,JELIE1,APACK,APACK,P,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JELIE1,CLUTS,JELIE,PH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,03000,02300,18000,-,230,    ,   , , , , , , , , ;
SID:020,6,JELIE1,CLUTS,MANOH,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JELIE1,CLUTS,PALAY,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JELIE1,CLUTS,HUMUU,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,JELIE1,CLUTS,CLUTS,P,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JELIE1,EBBER,JELIE,PH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,03000,02300,18000,-,230,    ,   , , , , , , , , ;
SID:020,6,JELIE1,EBBER,MANOH,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JELIE1,EBBER,PALAY,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JELIE1,EBBER,MKK,PH,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,JELIE1,EBBER,BLUSH,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,JELIE1,EBBER,SESXI,P,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,JELIE1,EBBER,ALICA,P,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,6,JELIE1,EBBER,EBBER,P,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JELIE1,FITES,JELIE,PH,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,03000,02300,18000,-,230,    ,   , , , , , , , , ;
SID:020,6,JELIE1,FITES,MANOH,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JELIE1,FITES,PALAY,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JELIE1,FITES,MKK,PH,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,JELIE1,FITES,BLUSH,PH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
