SID:010,2,AVROX4,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2660,    ,+,00430,     ,18500, ,   ,    ,   ,ZIH,MM,D, , , , , ;
SID:020,2,AVROX4,RW27,ZIH,MM,D, ,V   , ,   ,FD, ,ZIH,MM,D, ,      ,0000,0000,2580,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AVROX4,RW27, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AVROX4,RW27,D338J,MM,P,C,E   ,R,   ,AF, ,ZIH,MM,D, ,      ,3375,0100,2580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AVROX4,RW27,AVROX,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVUR2C,RW09,ZH600,MM,P,C,E   , ,010,CF, ,ACA,MM,D, ,      ,2939,1047,0860,0055,+,02000,     ,18500,-,220,    ,   ,ZIH,MM,D, , , , , ;
SID:020,5,AVUR2C,RW09,ZH604,MM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AVUR2C,RW09,ZH204,MM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVUR2C,RW09,AVURO,MM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AVUR2D,RW27,ZH700,MM,P,C,EY  , ,010,CF, ,ACA,MM,D, ,      ,2915,1145,2660,0040,+,01500,     ,18500, ,   ,    ,   ,ZIH,MM,D, , , , , ;
SID:020,5,AVUR2D,RW27,ZH703,MM,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,AVUR2D,RW27,ZH704,MM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVUR2D,RW27,ZH200,MM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVUR2D,RW27,AVURO,MM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
