SID:010,2,BODOR1,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1890,    ,+,02000,     ,10000, ,   ,    ,   ,CLA,SP,D, ,A, , , ;
SID:020,2,BODOR1,RW19,CLA,SP,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BODOR1,RW19,D053Y,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BODOR1,RW19,CL40A,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BODOR1,RW19,BODOR,SP,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BODOR1,RW19, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1220,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOML1F,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1890,    ,+,00700,     ,10000, ,   ,    ,   ,SPHI,SP,P,A, , , , ;
SID:020,5,KOML1F,RW19,HI801,SP,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KOML1F,RW19,HI802,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KOML1F,RW19,HI803,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KOML1F,RW19,ILPAM,SP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KOML1F,RW19,KOMLA,SP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MELI1F,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1890,    ,+,02000,     ,10000, ,   ,    ,   ,CLA,SP,D, ,A, , , ;
