SID:010,5,ARBO1N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
SID:020,5,ARBO1N,RW04,GG608,LS,P,C,EY  , ,   ,CF, ,PAS,LS,D, ,      ,0425,0157,0430,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARBO1N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARBO1N,RW04,LEGVO,LS,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARBO1N,RW04,LIKIQ,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARBO1N,RW04,ARBOS,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BALS1A,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2230,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
SID:020,5,BALS1A,RW22,PAS,LS,D, ,VY  , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2230,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BALS1A,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2230,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BALS1A,RW22,GG611,LS,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BALS1A,RW22,RUMIL,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BALS1A,RW22,GG622,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BALS1A,RW22,BEVEN,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BALS1A,RW22,BALSI,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BALS1N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
SID:010,5,BALS1N,RW04,GG608,LS,P,C,EY  , ,   ,CF, ,PAS,LS,D, ,      ,0425,0157,0430,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BALS1N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BALS1N,RW04,GG604,LS,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BALS1N,RW04,GG618,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BALS1N,RW04,RUMIL,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BALS1N,RW04,LINNA,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BALS1N,RW04,BEVEN,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BALS1N,RW04,BALSI,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CBY2A,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2230,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
SID:020,5,CBY2A,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2230,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CBY2A,RW22,CBY,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CBY2N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
SID:020,5,CBY2N,RW04,GG608,LS,P,C,EY  , ,   ,CF, ,PAS,LS,D, ,      ,0425,0157,0430,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CBY2N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CBY2N,RW04,GG604,LS,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CBY2N,RW04,CBY,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CBY2P,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
SID:020,5,CBY2P,RW04,GG612,LS,P,C,EY  , ,   ,CF, ,PAS,LS,D, ,      ,0425,0097,0430,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CBY2P,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CBY2P,RW04,PAS,LS,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CBY2P,RW04,CBY,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DEPU1A,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2230,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
SID:020,5,DEPU1A,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2230,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DEPU1A,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2230,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DEPU1A,RW22,ARGIS,LF,E,A,E   , ,   ,CF, ,PAS,LS,D, ,      ,2325,0203,2330,0100,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DEPU1A,RW22,DEPUL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DEPU1P,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,01900,     ,07000, ,   ,    ,   ,LSGG,LS,P,A, , , , ;
