SID:010,5,LOME1J,RW12, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1130,    ,+,00520,     ,06000, ,   ,    ,   ,LIPE,LI,P,A,B, , , ;
SID:030,5,LOME1J,RW12,PE601,LI,P,C,EY  , ,010,CF, ,BOA,LI,D, ,      ,0369,0085,0260,0080,+,04000,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,LOME1J,RW12,PE602,LI,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,5,LOME1J,RW12,PE603,LI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LOME1J,RW12,PE604,LI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LOME1J,RW12,PE613,LI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,LOME1J,RW12,PE606,LI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,LOME1J,RW12,LOMED,LI,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LOME1K,RW12, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1130,    ,+,00520,     ,06000, ,   ,    ,   ,LIPE,LI,P,A,B, , , ;
SID:030,5,LOME1K,RW12,PE601,LI,P,C,EY  , ,010,CF, ,BOA,LI,D, ,      ,0369,0085,0260,0080,+,04000,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,LOME1K,RW12,PE607,LI,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,5,LOME1K,RW12,PE614,LI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LOME1K,RW12,LOMED,LI,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LOME1U,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1140,    ,+,00520,     ,06000, ,   ,    ,   ,BOA,LI,D, , , , , ;
SID:020,2,LOME1U,RW12, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0070,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,2,LOME1U,RW12,D037J,LI,P,C,EY  , ,   ,CF, ,BOA,LI,D, ,      ,0368,0100,0370,0050,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LOME1U,RW12,BOA,LI,D, ,V   ,L,   ,CF,Y,BOA,LI,D, ,      ,0000,0000,1940,0100,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LOME1U,RW12,D199L,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LOME1U,RW12,LOMED,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LOME6V,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2940,    ,+,00530,     ,06000, ,   ,    ,   ,BOA,LI,D, , , , , ;
SID:020,2,LOME6V,RW30,D293F,LI,P,C,EY  , ,   ,CF, ,BOA,LI,D, ,      ,2930,0060,2930,0050,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LOME6V,RW30,BOA,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LOME6V,RW30,D199L,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
