SID:030,2,GIGO1C,RW29,GIGOR,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIGO1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,GIGO1D,RW29,NA,UH,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIGO1D,RW29,GIGOR,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIGO1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,GIGO1E,RW11,GIGOR,UH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIGO1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,GIGO1F,RW29,GIGOR,UH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KIZO1A,RW11,ME,UH,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,KIZO1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KIZO1A,RW11, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0070,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KIZO1A,RW11,KIZON,UH,E,A,EEC , ,   ,CF, ,NA,UH,D, ,      ,0446,0367,0430,0270,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KIZO1B,RW11,NA,UH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,KIZO1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KIZO1B,RW11, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KIZO1B,RW11,KIZON,UH,E,A,EEC , ,   ,CF, ,NA,UH,D, ,      ,0446,0367,0450,0290,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KIZO1C,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,KIZO1C,RW29,ME,UH,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KIZO1C,RW29,KIZON,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KIZO1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,KIZO1D,RW29,NA,UH,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KIZO1D,RW29,KIZON,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KIZO1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,KIZO1E,RW11,KIZON,UH,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KIZO1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,KIZO1F,RW29,KIZON,UH,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEKB1A,RW11,ME,UH,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,LEKB1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEKB1A,RW11, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEKB1A,RW11,LEKBI,UH,E,A,EEC , ,   ,CF, ,NA,UH,D, ,      ,2299,0390,2320,0360,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEKB1B,RW11,NA,UH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,LEKB1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEKB1B,RW11, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEKB1B,RW11,LEKBI,UH,E,A,EEC , ,   ,CF, ,NA,UH,D, ,      ,2299,0390,2300,0370,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEKB1C,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,LEKB1C,RW29, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEKB1C,RW29,LEKBI,UH,E,A,EEC , ,   ,CF, ,NA,UH,D, ,      ,2299,0390,2320,0330,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEKB1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,LEKB1D,RW29, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LEKB1D,RW29,LEKBI,UH,E,A,EEC , ,   ,CF, ,NA,UH,D, ,      ,2299,0390,2300,0320,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LEKB1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,LEKB1E,RW11,LEKBI,UH,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LEKB1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,LEKB1F,RW29,LEKBI,UH,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRS1A,RW11,ME,UH,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,LIRS1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LIRS1A,RW11, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRS1A,RW11,LIRSA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2039,0284,2070,0230,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRS1B,RW11,NA,UH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,LIRS1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LIRS1B,RW11, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRS1B,RW11,LIRSA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2039,0284,2040,0240,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRS1C,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,LIRS1C,RW29,ME,UH,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRS1C,RW29,LIRSA,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRS1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,LIRS1D,RW29,NA,UH,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRS1D,RW29,LIRSA,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIRS1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,LIRS1E,RW11,LIRSA,UH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIRS1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,LIRS1F,RW29,LIRSA,UH,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKD1A,RW11,ME,UH,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,NOKD1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,NOKD1A,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0230,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NOKD1A,RW11,NOKDA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,0543,0367,0530,0260,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKD1B,RW11,NA,UH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,NOKD1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,NOKD1B,RW11, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NOKD1B,RW11,NOKDA,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,0543,0367,0540,0290,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKD1C,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,NOKD1C,RW29,ME,UH,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NOKD1C,RW29,NOKDA,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKD1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,NOKD1D,RW29,NA,UH,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NOKD1D,RW29,NOKDA,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOKD1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,NOKD1E,RW11,NOKDA,UH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOKD1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,NOKD1F,RW29,NOKDA,UH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSBE1A,RW11,ME,UH,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,OSBE1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,OSBE1A,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OSBE1A,RW11,OSBET,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,1629,0369,1650,0260,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSBE1B,RW11,NA,UH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:015,2,OSBE1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,OSBE1B,RW11, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OSBE1B,RW11,OSBET,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,1629,0369,1630,0290,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSBE1C,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,OSBE1C,RW29,ME,UH,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OSBE1C,RW29,OSBET,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSBE1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,OSBE1D,RW29,NA,UH,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OSBE1D,RW29,OSBET,UH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSBE1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,OSBE1E,RW11,OSBET,UH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSBE1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,OSBE1F,RW29,OSBET,UH,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIKU1A,RW11,ME,UH,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,PIKU1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIKU1A,RW11,ME,UH,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PIKU1A,RW11,PIKUS,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2857,0397,2860,0410,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIKU1B,RW11,NA,UH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,PIKU1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIKU1B,RW11,NA,UH,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PIKU1B,RW11,PIKUS,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2857,0397,2860,0400,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIKU1C,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,PIKU1C,RW29,PIKUS,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2857,0397,2860,0360,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIKU1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,PIKU1D,RW29,PIKUS,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2857,0397,2860,0360,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PIKU1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,PIKU1E,RW11,PIKUS,UH,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PIKU1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,01820,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,5,PIKU1F,RW29,PIKUS,UH,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RATN1A,RW11,ME,UH,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,RATN1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RATN1A,RW11,ME,UH,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RATN1A,RW11,RATNU,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2753,0397,2760,0410,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RATN1B,RW11,NA,UH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07050, ,   ,    ,   ,UHNN,UH,P,A, , , , ;
SID:020,2,RATN1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,02120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RATN1B,RW11,NA,UH,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RATN1B,RW11,RATNU,UH,E,A,EE  , ,   ,CF, ,NA,UH,D, ,      ,2753,0397,2750,0400,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
