SID:010,2,ALT1L,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0450,    ,+,01050,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ALT1L,RW05,D042Z,LE,P,C,E   , ,   ,CF, ,MUR,LE,D, ,      ,0429,0258,0420,0250,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALT1L,RW05,ALT,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALT1S,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2250,    ,+,01050,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ALT1S,RW23, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2140,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALT1S,RW23,D221K,LE,P,C,EY  , ,   ,CF, ,MUR,LE,D, ,      ,2210,0105,2210,0090,+,03600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALT1S,RW23,MUR,LE,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL085,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,2,ALT1S,RW23,ALT,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINC1L,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0450,    ,+,01050,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,DINC1L,RW05,D042K,LE,P,C,EY  , ,   ,CF, ,MUR,LE,D, ,      ,0429,0105,0420,0100,+,03600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DINC1L,RW05,MUR,LE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,2,DINC1L,RW05,DINCO,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINC1S,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2250,    ,+,01050,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,DINC1S,RW23, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2140,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DINC1S,RW23,D221P,LE,P,C,E   , ,   ,CF, ,MUR,LE,D, ,      ,2210,0160,2210,0140, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DINC1S,RW23, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2210,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DINC1S,RW23,D201R,LE,P,C,E   ,L,   ,AF, ,MUR,LE,D, ,      ,2010,0180,2210,    ,-,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DINC1S,RW23,DINCO,LE,E,A,EEC , ,   ,CF, ,MUR,LE,D, ,      ,1937,0337,1930,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,REST1L,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0450,    ,+,01050,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,REST1L,RW05,D042K,LE,P,C,EY  , ,   ,CF, ,MUR,LE,D, ,      ,0429,0105,0420,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,REST1L,RW05,MUR,LE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,2,REST1L,RW05,RESTU,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL105,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ALT1Q,RW23,ALT,LE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,ALT1Q,RW23,XOLSI,LE,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ALT1Q,RW23,D015W,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,ALT1Q,RW23,DIXIR,LE,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ALT1T,RW23,ALT,LE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,ALT1T,RW23,OSVAN,LE,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ALT1T,RW23,DITRE,LE,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BANS1T,RW05,BANSO,LE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,BANS1T,RW05,NERKU,LE,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DINC1T,RW05,DINCO,LE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,DINC1T,RW05,SANSI,LE,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PALO1Q,RW23,PALOS,LE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,PALO1Q,RW23,DITRE,LE,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PALO1T,RW05,PALOS,LE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,PALO1T,RW05,ALT46,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PALO1T,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
