SID:010,2,DORE4K,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:030,2,DORE4K,RW11,DORER,UK,E,A,EEC , ,   ,CF, ,LIV,UK,D, ,      ,0654,1317,0960,0390,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORE4M,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:020,2,DORE4M,RW29,RD,UK,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DORE4M,RW29,DORER,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIDN4K,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:020,2,GIDN4K,RW11,RD,UK,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIDN4K,RW11,GIDNO,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIDN4M,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:020,2,GIDN4M,RW29,RD,UK,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GIDN4M,RW29,GIDNO,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RELN4K,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:020,2,RELN4K,RW11, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2920,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RELN4K,RW11,RELNO,UK,E,A,EEC , ,   ,CF, ,LIV,UK,D, ,      ,0436,1061,3440,0160,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RELN4M,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:020,2,RELN4M,RW29, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0740,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RELN4M,RW29,RELNO,UK,E,A,EEC , ,   ,CF, ,LIV,UK,D, ,      ,0436,1061,3440,0150,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VABO4K,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:020,2,VABO4K,RW11,RD,UK,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VABO4K,RW11,VABOD,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08040,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VABO4M,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,02470,     ,10010, ,   ,    ,   ,RD,UK,D,B, , , , ;
SID:020,2,VABO4M,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VABO4M,RW29,VABOD,UK,E,A,EEC , ,   ,CF, ,LIV,UK,D, ,      ,0234,0655,2740,0430,+,08040,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DORE4P,RW11,DORER,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,DORE4P,RW11,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DORE4Q,RW29,DORER,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,DORE4Q,RW29,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GIDN4P,RW11,GIDNO,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08040,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,GIDN4P,RW11,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GIDN4Q,RW29,GIDNO,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08040,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,GIDN4Q,RW29,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,RELN4P,RW11,RELNO,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,RELN4P,RW11,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,RELN4Q,RW29,RELNO,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,RELN4Q,RW29,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,VABO4P,RW11,VABOD,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,VABO4P,RW11,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,VABO4Q,RW29,VABOD,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,RD,UK,D,B, , , , ;
STAR:020,2,VABO4Q,RW29,RD,UK,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,Q11,RD1,RD,UK,D,B,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q11,RD1,D321G,UK,P,C,EY  , ,   ,CF, ,RD,UK,D,B,      ,3210,0070,3210,0070,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,Q11,RD1,FQ11,UK,P,C,EE  ,L,   ,CF,Y,RD,UK,D,B,      ,2920,0062,1120,0010, ,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q11,RD2,RD,UK,D,B,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q11,RD2,D304G,UK,P,C,EY  , ,   ,CF, ,RD,UK,D,B,      ,3040,0070,3040,0070,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,Q11,RD2,FQ11,UK,P,C,EE  ,L,   ,CF,Y,RD,UK,D,B,      ,2920,0062,1120,0010, ,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q11, ,FQ11,UK,P,C,E  F, ,   ,IF, ,RD,UK,D,B,      ,    ,    ,    ,    , ,01970,     ,     , ,   ,    ,   ,RD,UK,D,B, ,0, ,S;
APPCH:025,Q,Q11, ,22DME,UK,P,C,E S , ,   ,CF, ,RD,UK,D,B,      ,    ,    ,1120,0028,+,01190,     ,     , ,   ,-269,   , , , , , ,0, ,S;
APPCH:030,Q,Q11, ,RW11,UK,P,G,G  M, ,   ,CF, ,RVN,UK,D, ,      ,    ,0008,1120,0013, ,00798,     ,     , ,   ,-269,   , , , , , ,0, ,S;
APPCH:040,Q,Q11, ,RD,UK,D,B,EYM , ,   ,CF, ,RD,UK,D,B,      ,0000,0000,1120,0021, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q11, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,02470,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,Q,Q11, ,RD,UK,D,B,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q29,RD1,RD,UK,D,B,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q29,RD1,D151E,UK,P,C,EY  , ,   ,CF, ,RD,UK,D,B,      ,1510,0053,1510,0053,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,Q29,RD1,FQ29,UK,P,C,EE  ,L,   ,CF,Y,RD,UK,D,B,      ,1120,0035,2920,0020, ,02140,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q29,RD2,RD,UK,D,B,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q29,RD2,D130E,UK,P,C,EY  , ,   ,CF, ,RD,UK,D,B,      ,1300,0047,1300,0047,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,Q29,RD2,FQ29,UK,P,C,EE  ,L,   ,CF,Y,RD,UK,D,B,      ,1120,0035,2920,0010, ,02140,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q29, ,FQ29,UK,P,C,E  F, ,   ,IF, ,RD,UK,D,B,      ,    ,    ,    ,    , ,02140,     ,     , ,   ,    ,   ,RD,UK,D,B, ,0, ,S;
APPCH:025,Q,Q29, ,27DME,UK,P,C,E S , ,   ,CF, ,RD,UK,D,B,      ,    ,    ,2920,0021,+,01460,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,Q,Q29, ,RD,UK,D,B,E  M, ,   ,CF, ,RVN,UK,D, ,      ,    ,0013,2920,0014, ,01014,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,Q,Q29, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,02470,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q29, ,RD,UK,D,B,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW11 ,     ,      ,00748, ,    , ,   ;N50364835,E026072908,0000;
RWY:RW29 ,     ,      ,00751, ,    , ,   ;N50360802,E026092664,0000;
