SID:010,4,MYZNR3,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0490,    ,+,00520,     ,18000, ,   ,    ,   ,KBCT,K7,P,A, , , , ;
SID:020,4,MYZNR3,RW05, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MYZNR3,RW05,CAWFE,K7,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MYZNR3,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2290,    ,+,00520,     ,18000, ,   ,    ,   ,KBCT,K7,P,A, , , , ;
SID:020,4,MYZNR3,RW23, , , , ,    ,R,   ,VM, , , , , ,      ,    ,    ,3200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MYZNR3,RW23,CAWFE,K7,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MYZNR3, ,CAWFE,K7,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,18000, ,   ,    ,   ,KBCT,K7,P,A, , , , ;
SID:015,5,MYZNR3, ,JAVAA,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MYZNR3, ,CONAS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MYZNR3, ,MYZNR,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MYZNR3,CHEFS,MYZNR,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   ,KBCT,K7,P,A, , , , ;
SID:020,6,MYZNR3,CHEFS,FERAC,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,MYZNR3,CHEFS,CHEFS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MYZNR3,MATLK,MYZNR,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   ,KBCT,K7,P,A, , , , ;
SID:020,6,MYZNR3,MATLK,FERAC,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,MYZNR3,MATLK,CHEFS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,MYZNR3,MATLK,MATLK,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MYZNR3,WELLY,MYZNR,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   ,KBCT,K7,P,A, , , , ;
SID:020,6,MYZNR3,WELLY,SLAAM,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,MYZNR3,WELLY,WELLY,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TURPS2,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0490,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,TURPS2,RW05, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,TURPS2,RW05,ROTHH,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TURPS2,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2290,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,TURPS2,RW23, , , , ,    ,R,   ,VM, , , , , ,      ,    ,    ,3200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,TURPS2,RW23,ROTHH,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TURPS2, ,ROTHH,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,TURPS2, ,TURPS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TURPS2,HALBI,TURPS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,TURPS2,HALBI,MIXAE,MY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TURPS2,HALBI,HALBI,MY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TURPS2,LENDS,TURPS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,TURPS2,LENDS,HAAVI,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TURPS2,LENDS,PERMT,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,TURPS2,LENDS,LENDS,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TURPS2,PERMT,TURPS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,TURPS2,PERMT,HAAVI,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TURPS2,PERMT,PERMT,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,CLMNT2,BISKS,BISKS,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CLMNT2,BISKS,HEMSI,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL190,15000,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CLMNT2,BISKS,CLMNT,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,11000,09000,     , ,250,    ,   , , , , , , , , ;
STAR:010,4,CLMNT2,CRANS,CRANS,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CLMNT2,CRANS,BISKS,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CLMNT2,CRANS,HEMSI,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL190,15000,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,CLMNT2,CRANS,CLMNT,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,11000,09000,     , ,250,    ,   , , , , , , , , ;
