SID:060,4,AZBU1D,RW21R,AZBUL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZBU1H,RW21L,AC611,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1509,0980,2160,0080, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,AZBU1H,RW21L,AC630,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AZBU1H,RW21L,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AZBU1H,RW21L,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AZBU1H,RW21L,AC618,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AZBU1H,RW21L,AZBUL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZBU1V,RW21L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2100,    ,+,03500,     ,10000, ,   ,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,AZBU1V,RW21L,AC630,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,1896,0216,1760,0123, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,AZBU1V,RW21L,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AZBU1V,RW21L,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AZBU1V,RW21L,AC618,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AZBU1V,RW21L,AZBUL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAKI1A,RW03B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0300,    ,+,03560,     ,10000, ,   ,    ,   ,BUK,LT,D, , , , , ;
SID:020,2,BAKI1A,RW03B,BUK,LT,D, ,VY H, ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAKI1A,RW03B,BAKIR,LT,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAKI1B,RW21B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2100,    ,+,03530,     ,10000, ,   ,    ,   ,ANK,LT,D,B, , , , ;
SID:015,2,BAKI1B,RW21B,ANK,LT,D,B,EY H, ,   ,CF, ,BUK,LT,D, ,      ,2104,0215,2100,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BAKI1B,RW21B,BAKIR,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAKI1J,RW03R,AC044,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1421,0910,0250,0060, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,BAKI1J,RW03R,NAZPU,LT,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BAKI1J,RW03R,AC144,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAKI1J,RW03R,AFHES,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BAKI1J,RW03R,AC145,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BAKI1J,RW03R,AFFOL,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BAKI1J,RW03R,BAKIR,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAKI1L,RW03R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0300,    ,+,03560,     ,10000, ,   ,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,BAKI1L,RW03R,AC143,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1412,0952,0620,0075, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BAKI1L,RW03R,NAZPU,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAKI1L,RW03R,AC144,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BAKI1L,RW03R,AFHES,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BAKI1L,RW03R,AC145,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BAKI1L,RW03R,AFFOL,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BAKI1L,RW03R,BAKIR,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAKI1T,RW03C,AC044,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1421,0910,0320,0060, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,BAKI1T,RW03C,NAZPU,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAKI1T,RW03C,AC144,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BAKI1T,RW03C,AFHES,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BAKI1T,RW03C,AC145,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BAKI1T,RW03C,AFFOL,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BAKI1T,RW03C,BAKIR,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAKI1T,RW03L,AC044,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1421,0910,0320,0060, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,BAKI1T,RW03L,NAZPU,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAKI1T,RW03L,AC144,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BAKI1T,RW03L,AFHES,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BAKI1T,RW03L,AC145,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BAKI1T,RW03L,AFFOL,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BAKI1T,RW03L,BAKIR,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BALA1D,RW21C,AC611,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,2105,0175,2100,0090, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,BALA1D,RW21C,AC630,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BALA1D,RW21C,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BALA1D,RW21C,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BALA1D,RW21C,AC618,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BALA1D,RW21C,BALAX,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BALA1D,RW21R,AC611,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,2105,0175,2100,0090, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,BALA1D,RW21R,AC630,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BALA1D,RW21R,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BALA1D,RW21R,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BALA1D,RW21R,AC618,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BALA1D,RW21R,BALAX,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BALA1H,RW21L,AC611,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1509,0980,2160,0080, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,BALA1H,RW21L,AC630,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BALA1H,RW21L,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BALA1H,RW21L,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BALA1H,RW21L,AC618,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BALA1H,RW21L,BALAX,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BALA1V,RW21L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2100,    ,+,03500,     ,10000, ,   ,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,BALA1V,RW21L,AC630,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,1896,0216,1760,0123, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BALA1V,RW21L,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BALA1V,RW21L,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BALA1V,RW21L,AC618,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BALA1V,RW21L,BALAX,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BENT1D,RW21C,AC611,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,2105,0175,2100,0090, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,BENT1D,RW21C,AC630,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BENT1D,RW21C,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BENT1D,RW21C,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BENT1D,RW21C,AC617,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BENT1D,RW21C,BENTA,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BENT1D,RW21R,AC611,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,2105,0175,2100,0090, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,BENT1D,RW21R,AC630,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BENT1D,RW21R,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BENT1D,RW21R,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BENT1D,RW21R,AC617,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BENT1D,RW21R,BENTA,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BENT1H,RW21L,AC611,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1509,0980,2160,0080, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,BENT1H,RW21L,AC630,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BENT1H,RW21L,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BENT1H,RW21L,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BENT1H,RW21L,AC617,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BENT1H,RW21L,BENTA,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BENT1V,RW21L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2100,    ,+,03500,     ,10000, ,   ,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,BENT1V,RW21L,AC630,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,1896,0216,1760,0123, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BENT1V,RW21L,AC615,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BENT1V,RW21L,AC616,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BENT1V,RW21L,AC617,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BENT1V,RW21L,BENTA,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DERE1A,RW03B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0300,    ,+,03560,     ,10000, ,   ,    ,   ,BUK,LT,D, , , , , ;
SID:020,2,DERE1A,RW03B,BUK,LT,D, ,V  H, ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DERE1A,RW03B,DEREL,LT,E,A,EE  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DERE1B,RW21B,ANK,LT,D,B,E  H, ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,ANK,LT,D,B, , , , ;
SID:020,2,DERE1B,RW21B,DEREL,LT,E,A,EE  ,R,   ,CF, ,BUK,LT,D, ,      ,2984,0504,3210,0540, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DERE1D,RW21C,AC611,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,2105,0175,2100,0090, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,DERE1D,RW21C,AC612,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DERE1D,RW21C,AC613,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DERE1D,RW21C,AC614,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DERE1D,RW21C,SALGO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DERE1D,RW21C,DEREL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DERE1D,RW21R,AC611,LT,P,C,E   , ,   ,CF, ,BUK,LT,D, ,      ,2105,0175,2100,0090, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,4,DERE1D,RW21R,AC612,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DERE1D,RW21R,AC613,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DERE1D,RW21R,AC614,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DERE1D,RW21R,SALGO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DERE1D,RW21R,DEREL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DERE1H,RW21L,AC611,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1509,0980,2160,0080, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,DERE1H,RW21L,AC612,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DERE1H,RW21L,AC613,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DERE1H,RW21L,AC614,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DERE1H,RW21L,SALGO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DERE1H,RW21L,DEREL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DERE1J,RW03R,AC044,LT,P,C,E   , ,   ,CF, ,CAY,LT,D, ,      ,1421,0910,0250,0060, ,     ,     ,10000,-,230,    ,   ,BUK,LT,D, , , , , ;
SID:020,5,DERE1J,RW03R,AC064,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
