SID:010,5,ARNA3K,RW36, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0010,    ,+,01000,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ARNA3K,RW36,GE210,SC,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARNA3K,RW36,ARNAK,SC,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARNA4J,RW18, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1810,    ,+,01000,     ,10000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ARNA4J,RW18,GE161,SC,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARNA4J,RW18,GE210,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARNA4J,RW18,ARNAK,SC,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,CHI3A,RW18,CHI,SC,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,CHI3A,RW18,GE160,SC,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,CHI4B,RW36,CHI,SC,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,CHI4B,RW36,GE160,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,CHI4B,RW36,GE162,SC,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ENSER3,RW18,ENSER,SC,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ENSER3,RW18,GE160,SC,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KETIR4,RW36,KETIR,SC,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,KETIR4,RW36,GE263,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,KETIR4,RW36,ENSER,SC,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,KETIR4,RW36,GE162,SC,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,D,D18-Z, ,CD18Z,SC,P,C,E  I, ,   ,IF, ,MAD,SC,D, ,      ,3580,0110,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D18-Z, ,FD18Z,SC,P,C,E  F, ,   ,CF, ,MAD,SC,D, ,      ,3580,0060,1780,0050,+,02100,     ,     , ,   ,    ,   ,MAD,SC,D, , ,0, ,S;
APPCH:025,D,D18-Z, ,26VOR,SC,P,C,E S , ,   ,CF, ,MAD,SC,D, ,      ,3580,0026,1780,0034,+,01000,     ,     , ,   ,-303,   , , , , , ,0, ,S;
APPCH:030,D,D18-Z, ,MA18Z,SC,P,C,E  M, ,   ,CF, ,MAD,SC,D, ,      ,3580,0012,1780,0014, ,00559,     ,     , ,   ,-303,   , , , , , ,0, ,S;
APPCH:040,D,D18-Z, ,MAD,SC,D, ,V M , ,   ,CF, ,MAD,SC,D, ,      ,0000,0000,1780,0012, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D18-Z, ,CF36Z,SC,P,C,E   , ,   ,CF, ,MAD,SC,D, ,      ,1840,0101,1840,0101,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D18-Z, ,CF36Z,SC,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0040,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36-Y,MAD,MAD,SC,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Y,MAD,MAD,SC,D, ,VY  , ,   ,FC, ,MAD,SC,D, ,      ,0000,0000,2020,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36-Y,MAD,CD36Y,SC,P,C,EE  ,L,   ,CF,Y,MAD,SC,D, ,      ,1840,0070,0040,0010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36-Y, ,CD36Y,SC,P,C,E  I, ,   ,IF, ,MAD,SC,D, ,      ,1840,0070,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36-Y, ,FF36,SC,P,C,E  F, ,   ,CF, ,MAD,SC,D, ,      ,1840,0051,0040,0019,+,02200,     ,     , ,   ,    ,   ,MAD,SC,D, , ,0, ,S;
APPCH:030,D,D36-Y, ,RW36,SC,P,G,G  M, ,   ,CF, ,MAD,SC,D, ,      ,2002,0002,0040,0049, ,00420,     ,     , ,   ,-341,   , , , , , ,0, ,S;
