SID:010,5,ETODA1,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2310,    ,+,00600,     ,03000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
SID:020,5,ETODA1,RW23,MM701,HC,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ETODA1,RW23,MM702,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ETODA1,RW23,MM703,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ETODA1,RW23,MM710,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,ETODA1,RW23,MM711,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ETODA1,RW23,IMLAL,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ETODA1,RW23,ETODA,HC,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EVABI1,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2310,    ,+,00600,     ,03000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
SID:020,5,EVABI1,RW23,MM701,HC,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,EVABI1,RW23,MM702,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,EVABI1,RW23,MM703,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EVABI1,RW23,MM707,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EVABI1,RW23,EVABI,HC,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IBROL1,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2310,    ,+,00600,     ,03000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
SID:020,5,IBROL1,RW23,MM701,HC,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IBROL1,RW23,MM702,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,IBROL1,RW23,MM703,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IBROL1,RW23,MM707,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IBROL1,RW23,MM708,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IBROL1,RW23,IBROL,HC,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TULAP1,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2310,    ,+,00600,     ,03000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
SID:020,5,TULAP1,RW23,MM701,HC,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,TULAP1,RW23,MM702,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,TULAP1,RW23,MM704,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TULAP1,RW23,MM705,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TULAP1,RW23,TULAP,HC,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UDLOS1,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2310,    ,+,00600,     ,03000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
SID:020,5,UDLOS1,RW23,MM701,HC,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,UDLOS1,RW23,MM702,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,UDLOS1,RW23,MM704,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,UDLOS1,RW23,MM706,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,UDLOS1,RW23,UDLOS,HC,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,OKMAV1,ETODA,ETODA,HC,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
STAR:020,4,OKMAV1,ETODA,IMLAL,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,OKMAV1,ETODA,MM751,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,OKMAV1,ETODA,OKMAV,HC,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,4,OKMAV1,TULAP,TULAP,HC,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,04000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
STAR:020,4,OKMAV1,TULAP,MM751,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,OKMAV1,TULAP,OKMAV,HC,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,4,OKMAV1,UDLOS,UDLOS,HC,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,04000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
STAR:020,4,OKMAV1,UDLOS,OKMAV,HC,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,OKMAV1,RW05,OKMAV,HC,P,C,EE H, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,04000,-,210,    ,   ,HCMM,HC,P,A, , , , ;
STAR:010,4,UVMAT1,EVABI,EVABI,HC,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,04000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
STAR:020,4,UVMAT1,EVABI,MM761,HC,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,UVMAT1,IBROL,IBROL,HC,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,04000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
STAR:020,4,UVMAT1,IBROL,MM760,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,UVMAT1,IBROL,MM761,HC,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,UVMAT1,RW05,MM761,HC,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,04000, ,   ,    ,   ,HCMM,HC,P,A, , , , ;
STAR:020,6,UVMAT1,RW05,MM762,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,UVMAT1,RW05,UVMAT,HC,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,210,    ,   , , , , , , , , ;
APPCH:010,A,R05-Y,OKMAV,OKMAV,HC,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,04000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05-Y,OKMAV,MM777,HC,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R05-Y,UVMAT,UVMAT,HC,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,04000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05-Y,UVMAT,MM764,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL050,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R05-Y,UVMAT,MM765,HC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:040,A,R05-Y,UVMAT,MM777,HC,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R05-Y, ,MM777,HC,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,04000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R05-Y, ,TIBAX,HC,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0370,0061,+,01800,     ,     , ,   ,    ,   ,HCMM,HC,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R05-Y, ,RW05,HC,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0510,0054, ,00063,     ,     , ,   ,-306,   , , , , , ,B,J,S;
APPCH:040,R,R05-Y, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,0510,    ,+,00600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R05-Y, ,UVMAT,HC,P,C,EE H,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R05-Z,OKMAV,OKMAV,HC,P,C,E  A, ,302,IF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,04000,-,210,    ,   , , , , , ,B,P,S;
APPCH:020,A,R05-Z,OKMAV,MM777,HC,P,C,E   , ,302,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:030,A,R05-Z,OKMAV,MM778,HC,P,C,EE B, ,302,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,A,R05-Z,UVMAT,UVMAT,HC,P,C,E  C, ,302,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,04000,-,210,    ,   , , , , , ,B,P,S;
