APPCH:010,A,B17,HEDIX,HEDIX,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B17,HEDIX,D001N,K4,P,C,E   ,L,   ,AF, ,CLL,K4,D, ,      ,0010,0140,1270,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B17,HEDIX, , , , , E  , ,   ,VI, ,ICLL,K4,P,I,      ,    ,    ,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,B17,YOBUR,YOBUR,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B17,YOBUR,D344N,K4,P,C,E   ,R,   ,AF, ,CLL,K4,D, ,      ,3440,0140,2990,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B17,YOBUR, , , , , E  , ,   ,VI, ,ICLL,K4,P,I,      ,    ,    ,1360,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,B,B17, ,ZONEN,K4,P,C,E  I, ,   ,IF, ,ICLL,K4,P,I,      ,3459,0146,    ,    ,+,02300,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,B,B17, ,BRYIN,K4,P,C,E  F, ,   ,CF, ,ICLL,K4,P,I,      ,3459,0048,1660,0097,+,02000,     ,     , ,   ,    ,   ,CLL,K4,D, ,A,0,D,S;
APPCH:030,B,B17, ,WEVAN,K4,P,C,E  M, ,   ,CF, ,ICLL,K4,P,I,      ,3459,0005,1660,0043, ,00604,     ,     , ,   ,-304,   , , , , , ,0,D,S;
APPCH:040,B,B17, , , , , ,  M , ,   ,CI, , , , , ,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,B,B17, ,HEDIX,K4,E,A,E   , ,   ,CF, ,CLL,K4,D, ,      ,1271,0140,1270,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,B,B17, ,HEDIX,K4,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3070,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,D29,CLL,CLL,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29,CLL,LINIC,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29,CLL,LINIC,K4,P,C,EE A,L,   ,PI, ,CLL,K4,D, ,      ,1002,0095,1450,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29,GIFLE,GIFLE,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29,GIFLE,FEMAB,K4,P,C,EE B,R,   ,AF, ,CLL,K4,D, ,      ,1002,0160,0290,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29,TNV,TNV,K4,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29,TNV,FEMAB,K4,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D29, ,FEMAB,K4,P,C,E  I, ,   ,IF, ,CLL,K4,D, ,      ,1002,0160,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29, ,LINIC,K4,P,C,E  F, ,   ,CF, ,CLL,K4,D, ,      ,1002,0095,2800,0065,+,02300,     ,     , ,   ,    ,   ,CLL,K4,D, ,A,0, ,S;
APPCH:025,D,D29, ,CIYYA,K4,P,C,E S , ,   ,CF, ,CLL,K4,D, ,      ,1002,0065,2800,0031,+,01320,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D29, ,RW29,K4,P,G,GY M, ,   ,CF, ,CLL,K4,D, ,      ,1002,0035,2800,0030, ,00365,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D29, ,CLL,K4,D, ,V M , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29, ,THONY,K4,E,A,E   , ,   ,CF, ,CLL,K4,D, ,      ,2990,0075,2990,0075,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D29, ,THONY,K4,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1190,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I35,CLL,CLL,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I35,CLL,ROWDY,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I35,CLL,ROWDY,K4,P,C,EE A,L,   ,PI, ,AEX,K4,D, ,      ,2550,2034,2110,0150,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I35,COUTH,COUTH,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I35,COUTH, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2910,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I35,COUTH,JERBA,K4,P,C,EE B, ,   ,CF, ,ICLL,K4,P,I,      ,1659,0139,3460,0027,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I35,OSUME,OSUME,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I35,OSUME,JERBA,K4,P,C,EE B,L,   ,AF, ,CLL,K4,D, ,      ,1499,0150,2490,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I35, ,JERBA,K4,P,C,E  I, ,   ,IF, ,ICLL,K4,P,I,      ,1659,0139,    ,    ,J,02000,02000,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I35, ,ROWDY,K4,P,C,E  F, ,   ,CF, ,ICLL,K4,P,I,      ,1659,0065,3460,0074,H,02000,01968,     , ,   ,-290,   ,CL,K4,P,N, ,0,N,S;
APPCH:030,I,I35, ,RW35,K4,P,G,G  M, ,   ,CF, ,ICLL,K4,P,I,      ,1659,0014,3460,0051, ,00361,     ,     , ,   ,-290,   , , , , , ,0,N,S;
APPCH:040,I,I35, ,DERRS,K4,P,C,E M , ,   ,CF, ,CLL,K4,D, ,      ,3558,0110,3460,0129,+,02500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I35, ,DERRS,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1660,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R11,GOVEY,GOVEY,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,GOVEY,ICESO,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,HAXUN,HAXUN,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,HAXUN,ICESO,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R11, ,ICESO,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R11, ,APZIC,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1060,0070,+,02000,     ,     , ,   ,    ,   ,RW11,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R11, ,RW11,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1060,0051, ,00369,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R11, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1060,    ,+,00569,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R11, ,EDAYA,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R11, ,EDAYA,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2860,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R17,CEYAD,CEYAD,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R17,CEYAD,ZAKBU,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R17,FEPRA,FEPRA,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R17,FEPRA,ZAKBU,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R17, ,ZAKBU,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R17, ,HOPAL,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1660,0070,+,02100,     ,     , ,   ,    ,   ,RW17,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R17, ,JEMON,K4,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1660,0034,+,01000,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R17, ,RW17,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1660,0020, ,00372,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R17, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1660,    ,+,00571,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R17, ,JOTAD,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R17, ,JOTAD,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3460,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,CENIG,CENIG,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R29,CENIG,EDAYA,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,DOSEC,DOSEC,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R29,DOSEC,EDAYA,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R29, ,EDAYA,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R29, ,WELBO,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2860,0070,+,02000,     ,     , ,   ,    ,   ,RW29,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R29, ,JULIR,K4,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,2860,0035,+,00860,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R29, ,RW29,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2860,0016, ,00365,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R29, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2860,    ,+,00564,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R29, ,ICESO,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R29, ,ICESO,K4,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1060,0050, ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R35,CETGU,CETGU,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R35,CETGU,JOTAD,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R35,ETEYO,ETEYO,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R35,ETEYO,JOTAD,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R35, ,JOTAD,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R35, ,GUTCE,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3460,0070,+,02000,     ,     , ,   ,    ,   ,RW35,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R35, ,RW35,K4,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3460,0052, ,00359,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R35, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3460,    ,+,00511,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R35, ,ZAKBU,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
