APPCH:010,A,R11,HU201,HU201,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,HU201,HU204,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R11,HU202,HU202,FN,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,HU202,HU204,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R11,HU203,HU203,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,HU203,HU204,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R11, ,HU204,FN,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R11, ,HU205,FN,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1070,0050, ,07200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R11, ,HU206,FN,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,1070,0050, ,05640,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R11, ,HU207,FN,P,C,EBMH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,HU207,HU207,FN,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,HU207,HU210,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,HU208,HU208,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,HU208,HU210,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,HU209,HU209,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,HU209,HU210,FN,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R29, ,HU210,FN,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R29, ,HU211,FN,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,2870,0050, ,07200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R29, ,HU212,FN,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,2870,0050, ,05617,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R29, ,HU213,FN,P,C,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R29, ,HU202,FN,P,C,EB H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW11 ,     ,      ,05592, ,    , ,   ;S12482400,E015445400,0000;
RWY:RW29 ,     ,      ,05567, ,    , ,   ;S12484000,E015462200,0000;
