SID:010,1,FROGO1,RW17B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1680,    ,+,00430,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FROGO1,RW17B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FROGO1,RW35B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3480,    ,+,00430,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FROGO1,RW35B, , , , , E  ,R,   ,VM, , , , , ,      ,    ,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FTHIL3,RW17B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1680,    ,+,00540,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FTHIL3,RW17B,FTHIL,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FTHIL3,RW35B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3480,    ,+,00540,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FTHIL3,RW35B,FTHIL,K2,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FTHIL3,FRA,FTHIL,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,FTHIL3,FRA,GRDOE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,FTHIL3,FRA,FRA,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RVRCT4,RW35B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3480,    ,+,00540,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,RVRCT4,RW35B,RVRCT,K2,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RVRCT4,MACUS,RVRCT,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,RVRCT4,MACUS,DNGER,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RVRCT4,MACUS,MACUS,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RVRCT4,RALEY,RVRCT,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,RVRCT4,RALEY,DNGER,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RVRCT4,RALEY,RALEY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
