SID:005,2,ATV1R,RW36,DER36,LG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,ELF,LG,D, , , , , ;
SID:010,2,ATV1R,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ATV1R,RW36, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1380,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,ATV1R,RW36,ELF10,LG,P,C,EY  , ,   ,CF, ,LEF,LG,D, ,      ,1821,0098,1830,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ATV1R,RW36,ATV,LG,D, ,VE  ,L,   ,CF, ,ATV,LG,D, ,      ,0000,0000,0880,0100,+,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,ATV1Y,RW18, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1750,    ,+,00500,     ,09000,-,250,    ,   ,LGEL,LG,P,A, , , , ;
SID:020,5,ATV1Y,RW18,EL180,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1755,0106,1750,0077,+,02600,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ATV1Y,RW18,ATV,LG,D, ,VE  ,L,010,CF, ,ATV,LG,D, ,      ,0000,0000,0840,0118,+,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,ATV1Z,RW36,DER36,LG,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,LGEL,LG,P,A, , , , ;
SID:020,5,ATV1Z,RW36, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,ATV1Z,RW36,EL360,LG,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,ATV1Z,RW36,EL361,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1765,0039,1460,0056,+,05000,     ,     ,-,185,    ,   , , , , , , , , ;
SID:050,5,ATV1Z,RW36,EL180,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1755,0106,1750,0067, ,06400,     ,     ,-,185,    ,   , , , , , , , , ;
SID:060,5,ATV1Z,RW36,ATV,LG,D, ,VE  ,L,010,CF, ,ATV,LG,D, ,      ,0000,0000,0840,0118,+,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,ATV2Q,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1760,    ,+,00550,     ,09000, ,   ,    ,   ,LEF,LG,D, ,B, , , ;
SID:020,2,ATV2Q,RW18,D183J,LG,P,C,EY  , ,   ,CF, ,LEF,LG,D, ,      ,1820,0100,1830,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATV2Q,RW18,ATV,LG,D, ,VE  ,L,   ,CF, ,ATV,LG,D, ,      ,0000,0000,0870,0110,+,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,2,ATV2S,RW36,DER36,LG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,LEF,LG,D, ,B, , , ;
SID:010,2,ATV2S,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ATV2S,RW36, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,ATV2S,RW36,D183J,LG,P,C,EY  , ,   ,CF, ,LEF,LG,D, ,      ,1820,0100,1830,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ATV2S,RW36,ATV,LG,D, ,VE  ,L,   ,CF, ,ATV,LG,D, ,      ,0000,0000,0870,0110,+,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,ATV2X,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1750,    ,+,00600,     ,09000, ,   ,    ,   ,ELF,LG,D, , , , , ;
SID:020,2,ATV2X,RW18, , , , ,    , ,   ,CD, ,ELF,LG,D, ,      ,    ,    ,1830,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATV2X,RW18,ATV,LG,D, ,VE  ,L,   ,CF, ,ATV,LG,D, ,      ,0000,0000,0880,0110,+,07000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,DDM1Y,RW18, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1750,    ,+,00500,     ,09000,-,250,    ,   ,LGEL,LG,P,A, , , , ;
SID:020,5,DDM1Y,RW18,EL180,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1755,0106,1750,0083,+,02700,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,DDM1Y,RW18,DDM,LG,D, ,VE  , ,010,CF, ,DDM,LG,D, ,      ,0000,0000,2090,0293,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,5,DDM1Z,RW36,DER36,LG,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,LGEL,LG,P,A, , , , ;
SID:010,5,DDM1Z,RW36, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     ,-,185,    ,   , , , , , , , , ;
SID:020,5,DDM1Z,RW36,EL360,LG,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,DDM1Z,RW36,EL361,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1765,0039,1460,0056,+,05000,     ,     ,-,185,    ,   , , , , , , , , ;
SID:035,5,DDM1Z,RW36,EL180,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1755,0106,1750,0067, ,06400,     ,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,DDM1Z,RW36,DDM,LG,D, ,VE  , ,010,CF, ,LEF,LG,D, ,      ,2000,0386,2090,0293,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,2,DDM2H,RW36,DER36,LG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,LEF,LG,D, ,B, , , ;
SID:010,2,DDM2H,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DDM2H,RW36, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,DDM2H,RW36,D183J,LG,P,C,E   , ,   ,CF, ,LEF,LG,D, ,      ,1820,0100,1830,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DDM2H,RW36,DDM,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,DDM2Q,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1760,    ,+,00550,     ,09000, ,   ,    ,   ,LEF,LG,D, ,B, , , ;
SID:020,2,DDM2Q,RW18,D183J,LG,P,C,E   , ,   ,CF, ,LEF,LG,D, ,      ,1820,0100,1830,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DDM2Q,RW18,DDM,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,2,DDM2R,RW36,DER36,LG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,ELF,LG,D, , , , , ;
SID:010,2,DDM2R,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DDM2R,RW36, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1380,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,DDM2R,RW36,ELF10,LG,P,C,E   , ,   ,CF, ,LEF,LG,D, ,      ,1821,0098,1830,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DDM2R,RW36,DDM,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,DDM2X,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1750,    ,+,00600,     ,09000, ,   ,    ,   ,ELF,LG,D, , , , , ;
SID:020,2,DDM2X,RW18, , , , ,    , ,   ,CD, ,ELF,LG,D, ,      ,    ,    ,1830,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DDM2X,RW18,DDM,LG,D, ,VE  , ,   ,CF, ,DDM,LG,D, ,      ,0000,0000,2050,0294,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,KOR1Y,RW18, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1750,    ,+,00500,     ,09000,-,250,    ,   ,LGEL,LG,P,A, , , , ;
SID:020,5,KOR1Y,RW18,EL180,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1755,0106,1750,0076,+,02600,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,KOR1Y,RW18,KOR,LG,D,B,EE  ,R,010,CF, ,LEF,LG,D, ,      ,2503,0305,2710,0296,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,5,KOR1Z,RW36,DER36,LG,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,LGEL,LG,P,A, , , , ;
SID:010,5,KOR1Z,RW36, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     ,-,185,    ,   , , , , , , , , ;
SID:020,5,KOR1Z,RW36,EL360,LG,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,KOR1Z,RW36,EL361,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1765,0039,1460,0056,+,05000,     ,     ,-,185,    ,   , , , , , , , , ;
SID:040,5,KOR1Z,RW36,EL180,LG,P,C,E   , ,010,CF, ,LEF,LG,D, ,      ,1755,0106,1750,0067, ,06400,     ,     ,-,185,    ,   , , , , , , , , ;
SID:050,5,KOR1Z,RW36,KOR,LG,D,B,EE  ,R,010,CF, ,LEF,LG,D, ,      ,2503,0305,2710,0296,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,2,KOR2H,RW36,DER36,LG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,LEF,LG,D, ,B, , , ;
SID:010,2,KOR2H,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KOR2H,RW36, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,KOR2H,RW36,D183J,LG,P,C,EY  , ,   ,CF, ,LEF,LG,D, ,      ,1820,0100,1830,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KOR2H,RW36, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,2,KOR2H,RW36,KOR,LG,D,B,EE  , ,   ,CF, ,LEF,LG,D, ,      ,2503,0305,2690,0230,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KOR2Q,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1760,    ,+,00550,     ,09000, ,   ,    ,   ,LEF,LG,D, ,B, , , ;
SID:020,2,KOR2Q,RW18,D183J,LG,P,C,EY  , ,   ,CF, ,LEF,LG,D, ,      ,1820,0100,1830,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KOR2Q,RW18, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,KOR2Q,RW18,KOR,LG,D,B,EE  , ,   ,CF, ,LEF,LG,D, ,      ,2513,0305,2690,0230,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,KOR2R,RW36,DER36,LG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,09000, ,   ,    ,   ,ELF,LG,D, , , , , ;
SID:010,2,KOR2R,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KOR2R,RW36, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1380,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,KOR2R,RW36,ELF10,LG,P,C,EY  , ,   ,CF, ,LEF,LG,D, ,      ,1821,0098,1830,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KOR2R,RW36, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,2,KOR2R,RW36,KOR,LG,D,B,EE  , ,   ,CF, ,LEF,LG,D, ,      ,2503,0305,2690,0220,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KOR2X,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1750,    ,+,00600,     ,09000, ,   ,    ,   ,ELF,LG,D, , , , , ;
SID:020,2,KOR2X,RW18, , , , ,    , ,   ,CD, ,ELF,LG,D, ,      ,    ,    ,1830,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KOR2X,RW18, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,KOR2X,RW18,KOR,LG,D,B,EE  , ,   ,CF, ,LEF,LG,D, ,      ,2503,0305,2690,0230,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D36,D213N,D213N,LG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36,D213N, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2130,    , ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36,D213N,D184P,LG,P,C,E   ,L,   ,AF, ,LEF,LG,D, ,      ,1840,0160,2130,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D36,D213N,CD36,LG,P,C,EE B, ,   ,CF, ,LEF,LG,D, ,      ,1770,0140,3570,0020,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36, ,CD36,LG,P,C,E  I, ,   ,IF, ,LEF,LG,D, ,      ,1770,0140,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
