APPCH:020,D,D36, ,FD36,LG,P,C,E  F, ,   ,CF, ,LEF,LG,D, ,      ,1770,0070,3570,0070,+,02100,     ,     , ,   ,    ,   ,LEF,LG,D, ,B,0, ,S;
APPCH:025,D,D36, ,45VOR,LG,P,C,E S , ,   ,CF, ,LEF,LG,D, ,      ,1770,0045,3570,0025,+,01340,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D36, ,MD36,LG,P,C,E  M, ,   ,CF, ,LEF,LG,D, ,      ,1770,0015,3570,0030, ,00379,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D36, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3570,    ,+,00550,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36, , , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1670,    ,+,04500,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:060,D,D36, ,D213N,LG,P,C,E   , ,   ,CF, ,LEF,LG,D, ,      ,2130,0140,2130,0090,+,04500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D36, ,D213N,LG,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2130,0040,+,04500,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,R36-Y,EGN,EGN,LG,D,B,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R36-Y,EGN,EL039,LG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:030,A,R36-Y,EGN,EL038,LG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R36-Y, ,EL038,LG,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,R,R36-Y, ,EL037,LG,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3550,0050,+,02100,     ,     ,-,185,    ,   ,LGEL,LG,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R36-Y, ,EL036,LG,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,3550,0064, ,00074,     ,     ,-,185,-300,   , , , , , ,B,J,S;
APPCH:040,R,R36-Y, ,EGN,LG,D,B,E M ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,185,    ,   , , , , , ,B,J,S;
APPCH:050,R,R36-Y, ,EGN,LG,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,0850,T010,+,04500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R36-Z,EGN,EGN,LG,D,B,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,230,    ,   , , , , , ,A,W,S;
APPCH:020,A,R36-Z,EGN,EL039,LG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,A,W,S;
APPCH:030,A,R36-Z,EGN,EL038,LG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,A,W,S;
APPCH:010,R,R36-Z, ,EL038,LG,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     ,-,230,    ,   , , , , , ,A,W,S;
APPCH:020,R,R36-Z, ,EL037,LG,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3550,0050,+,02100,     ,     ,-,185,    ,   ,LGEL,LG,P,A, ,A,W,S;
PRDAT:A,       LPV, ,          , ,          , ,   , ,   , ,   , ,   ,W,S;
APPCH:030,R,R36-Z, ,EL036,LG,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,3550,0064, ,00074,     ,     ,-,185,-300,   , , , , , ,A,W,S;
APPCH:040,R,R36-Z, ,EGN,LG,D,B,E M ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,185,    ,   , , , , , ,A,W,S;
APPCH:050,R,R36-Z, ,EGN,LG,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,0850,T010,+,04500,     ,     ,-,230,    ,   , , , , , ,A,W,S;
RWY:RW18 ,-1220,      ,00129, ,    , ,   ;N38043430,E023332155,0853;
RWY:RW36 ,+1220,      ,00024, ,IEFS,1,   ;N38030747,E023332182,0197;
