SID:010,1,ALEX7B,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1840,    ,+,03690,     ,14000, ,   ,    ,   ,HRT,OA,D,B,B, , , ;
SID:020,1,ALEX7B,RW18, , , , ,    , ,   ,CD, ,AHR,OA,D, ,      ,    ,    ,1750,0040,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALEX7B,RW18, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,3100,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,1,ALEX7B,RW18,D001D,OA,P,C,EE  , ,   ,CF, ,AHR,OA,D, ,      ,0008,0040,0020,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALEX7B,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0040,    ,+,03690,     ,14000, ,   ,    ,   ,HRT,OA,D,B,B, , , ;
SID:020,1,ALEX7B,RW36,D001D,OA,P,C,EE  , ,   ,CF, ,AHR,OA,D, ,      ,0008,0040,0020,0020,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALEX7B, ,D001D,OA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,14000, ,   ,    ,   ,HRT,OA,D,B,B, , , ;
SID:020,2,ALEX7B, ,D001F,OA,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALEX7B, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALEX7B, ,HRT,OA,D,B,E   , ,   ,CF, ,AHR,OA,D, ,      ,3434,0003,1120,0030,+,09600,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,2,ALEX7B, ,ALPHA,OA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ALEX7B, ,ALEXY,OA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CHAR7B,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1840,    ,+,03690,     ,14000, ,   ,    ,   ,HRT,OA,D,B,B, , , ;
