SID:010,4,ALTNN2,RW09B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0930,    , ,     ,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW09B,AGERS,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW12, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1280,    , ,     ,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW12,AGERS,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW27B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2730,    , ,     ,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW27B,AGERS,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ALTNN2,RW30, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3080,    , ,     ,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
SID:020,4,ALTNN2,RW30,AGERS,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALTNN2, ,AGERS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
SID:020,5,ALTNN2, ,PERTS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALTNN2, ,ALTNN,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ALTNN2,DUCEN,ALTNN,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
SID:020,6,ALTNN2,DUCEN,MMART,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ALTNN2,DUCEN,ENWOD,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ALTNN2,DUCEN,SEAZY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ALTNN2,DUCEN,DUCEN,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW09B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0930,    , ,     ,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
SID:020,4,BNGOS4,RW09B,MRENO,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGOS4,RW12, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1280,    , ,     ,     ,18000, ,   ,    ,   ,KOPF,K7,P,A, , , , ;
