SID:010,5,LFA1A,RW35,UTGUG,SV,P,C,E C , ,020,CF, ,LFA,SV,D, ,      ,2293,0195,3530,0099,+,04000,     ,18000, ,   ,    ,   ,SVSA,SV,P,A, , , , ;
SID:020,5,LFA1A,RW35,KEVAK,SV,P,C,EYC , ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LFA1A,RW35,LFA,SV,D, ,VEC , ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LFA1C,RW35, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3530,    ,+,01720,     ,18000, ,   ,    ,   ,CUC,SK,D, ,A, , , ;
SID:020,2,LFA1C,RW35,CUC,SK,D, ,V   , ,   ,CF, ,CUC,SK,D, ,      ,0000,0000,3280,0067,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LFA1C,RW35,LFA22,SV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,LFA1C,RW35,LFA12,SV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LFA1C,RW35,LFA,SV,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LFA1B,RW17,LFA,SV,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,CUC,SK,D, ,A, , , ;
STAR:020,2,LFA1B,RW17,D242L,SK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LFA1B,RW17,D242U,SK,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LFA1B,RW17,D335E,SV,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04900,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D17,CUC,CUC,SK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D17,CUC,CUC,SK,D, ,V   , ,   ,FD, ,CUC,SK,D, ,      ,0000,0000,3550,0060,+,04900,     ,     ,-,160,    ,   , , , , , ,0, ,S;
APPCH:030,A,D17,CUC,D335E,SV,P,C,E  B,L,   ,CF,Y,CUC,SK,D, ,      ,3350,0050,1550,0010,+,04900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D17,CUC,CUC,SK,D, ,VE  , ,   ,CF, ,CUC,SK,D, ,      ,0000,0000,1550,0050,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D17, ,CUC,SK,D, ,V  F, ,   ,IF, ,CUC,SK,D, ,      ,0000,0000,    ,    ,+,03400,     ,     , ,   ,    ,   ,CUC,SK,D, ,B,0, ,S;
APPCH:030,D,D17, ,MA17,SV,P,C,EY M, ,   ,CF, ,CUC,SK,D, ,      ,1440,0037,1440,0037, ,02228,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D17, ,CUC,SK,D, ,V M ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:050,D,D17, ,CUC,SK,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0060,T010,+,06000,     ,     ,-,190,    ,   , , , , , ,0, ,S;
APPCH:010,A,R17-Y,LFA,LFA,SV,D, ,V C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R17-Y,LFA,KEVAK,SV,P,C,E  C, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R17-Y,LFA,UTGUG,SV,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R17-Y, ,UTGUG,SV,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R17-Y, ,EPGES,SV,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1730,0038,+,03000,     ,     , ,   ,    ,   ,SVSA,SV,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R17-Y, ,RW17,SV,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,1730,0051, ,01298,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:040,R,R17-Y, ,UTGUG,SV,P,C,E M ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R17-Y, ,KEVAK,SV,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R17-Y, ,KEVAK,SV,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2300,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R17-Z,LFA,LFA,SV,D, ,V C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R17-Z,LFA,KEVAK,SV,P,C,E  C, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R17-Z,LFA,UTGUG,SV,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R17-Z, ,UTGUG,SV,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R17-Z, ,EPGES,SV,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1730,0038,+,03000,     ,     , ,   ,    ,   ,SVSA,SV,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV, ,          , ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R17-Z, ,RW17,SV,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,1730,0051, ,01298,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:040,R,R17-Z, ,UTGUG,SV,P,C,EYM ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R17-Z, ,KEVAK,SV,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R17-Z, ,KEVAK,SV,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2300,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW17 ,+1190,      ,01243, ,    , ,   ;N07505564,W072263157,0000;
RWY:RW35 ,-1190,      ,01316, ,    , ,   ;N07495765,W072261535,0000;
