SID:010,2,CHI01D,RW10, , , , ,    , ,   ,CD, ,DBL,ZY,D, ,      ,    ,    ,1030,0080,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,2,CHI01D,RW10,VENOS,ZY,E,A,E C , ,   ,CF, ,DBL,ZY,D, ,      ,1025,0356,1030,0280, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CHI01D,RW10,CHI,ZY,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CHI08D,RW10,TL201,ZY,P,C,E   , ,   ,CF, ,DBL,ZY,D, ,      ,1020,0080,1030,0090,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,5,CHI08D,RW10,VENOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CHI08D,RW10,CHI,ZY,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CHI09D,RW10,TL201,ZY,P,C,E   , ,   ,CF, ,DBL,ZY,D, ,      ,1020,0080,1030,0090,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,5,CHI09D,RW10,TL202,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CHI09D,RW10,TL203,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CHI09D,RW10,TL205,ZY,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,CHI09D,RW10,TL201,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,CHI09D,RW10,VENOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,CHI09D,RW10,CHI,ZY,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CHI11D,RW28, , , , ,    , ,   ,CD, ,DBL,ZY,D, ,      ,    ,    ,2830,0100,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,2,CHI11D,RW28,DBL,ZY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,CHI11D,RW28,VENOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CHI11D,RW28,CHI,ZY,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CHI19D,RW28,TL401,ZY,P,C,E   , ,   ,CF, ,DBL,ZY,D, ,      ,2831,0098,2830,0080,+,02300,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,5,CHI19D,RW28,TL404,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,CHI19D,RW28,TL406,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CHI19D,RW28,TL301,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CHI19D,RW28,VENOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,CHI19D,RW28,CHI,ZY,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAR01D,RW10, , , , ,    , ,   ,CD, ,DBL,ZY,D, ,      ,    ,    ,1030,0080,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,2,KAR01D,RW10,DBL,ZY,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,KAR01D,RW10,EKULI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KAR01D,RW10,KARPI,ZS,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KAR09D,RW10,TL201,ZY,P,C,E   , ,   ,CF, ,DBL,ZY,D, ,      ,1020,0080,1030,0090,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,5,KAR09D,RW10,TL202,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,KAR09D,RW10,TL203,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KAR09D,RW10,TL206,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KAR09D,RW10,EKULI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL217,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KAR09D,RW10,KARPI,ZS,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAR11D,RW28, , , , ,    , ,   ,CD, ,DBL,ZY,D, ,      ,    ,    ,2830,0100,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,2,KAR11D,RW28,DBL,ZY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,KAR11D,RW28,N,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KAR11D,RW28,EKULI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KAR11D,RW28,KARPI,ZS,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAR12D,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2830,    ,+,01650,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,2,KAR12D,RW28,N,ZY,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,KAR12D,RW28,EKULI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KAR12D,RW28,KARPI,ZS,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KAR19D,RW28,TL401,ZY,P,C,E   , ,   ,CF, ,DBL,ZY,D, ,      ,2831,0098,2830,0080,+,02300,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,5,KAR19D,RW28,TL404,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,KAR19D,RW28,TL406,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KAR19D,RW28,TL112,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,KAR19D,RW28,TL408,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KAR19D,RW28,TL411,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KAR19D,RW28,EKULI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL217,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,KAR19D,RW28,KARPI,ZS,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ORA01D,RW10, , , , ,    , ,   ,CD, ,DBL,ZY,D, ,      ,    ,    ,1030,0080,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
SID:020,2,ORA01D,RW10,DBL,ZY,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,ORA01D,RW10,EKULI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ORA01D,RW10,BUBLO,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ORA01D,RW10,ORAVA,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ORA09D,RW10,TL201,ZY,P,C,E   , ,   ,CF, ,DBL,ZY,D, ,      ,1020,0080,1030,0090,+,02630,     ,     , ,   ,    ,   ,DBL,ZY,D, , , , , ;
